YEAR,MENU_ITEM_ID,TOTAL_QTY_SOLD_PER_YEAR
2022,65,192485.0
2022,66,191396.0
2022,71,1008046.0
2022,72,1008612.0
2022,73,1007663.0
2022,74,225928.0
2022,75,226293.0
2022,76,226520.0
2022,81,918598.0
2022,82,916521.0
2022,83,918131.0
2022,84,205917.0
2022,85,206630.0
2022,86,205457.0
2022,91,968831.0
2022,92,968711.0
2022,93,967996.0
2022,94,217560.0
2022,95,219284.0
2022,96,217080.0
2022,101,1005724.0
2022,102,1008740.0
2022,103,1005786.0
2022,104,226463.0
2022,105,226371.0
2022,106,227290.0
2022,111,971111.0
2022,112,971347.0
2022,113,970886.0
2022,114,218992.0
2022,115,218286.0
2022,116,218682.0
2022,121,850647.0
2022,122,850859.0
2022,123,851235.0
2022,124,191492.0
2022,125,191730.0
2022,126,191946.0
2022,131,1012646.0
2022,132,1012838.0
2022,133,1013940.0
2022,134,228346.0
2022,135,227804.0
2022,136,227717.0
2022,141,969978.0
2022,142,970625.0
2022,143,972269.0
2022,144,217948.0
2022,145,218844.0
2022,146,218592.0
2022,151,1009397.0
2022,152,1008104.0
2022,153,1008640.0
2022,154,227110.0
2022,155,226519.0
2022,156,227132.0
