CUSTOMER_ID,RECENCY,FREQUENCY,MONETARY,AVG_DAYS_BETWEEN_PURCHASE,MAX_DAYS_WITHOUT_PURCHASE,MIN_DAYS_WITHOUT_PURCHASE,AGE,GENDER_FEMALE,GENDER_MALE,MARITAL_STATUS_SINGLE,MARITAL_STATUS_DIVORCED_OR_SEPERATED,MARITAL_STATUS_MARRIED,CITY_DENVER,CITY_NEW YORK CITY,CITY_SAN MATEO,CITY_BOSTON,CHILDREN_COUNT_0,CHILDREN_COUNT_2,CHILDREN_COUNT_1,CHILDREN_COUNT_3,CHILDREN_COUNT_UNDISCLOSED,CHILDREN_COUNT_4
14837,0.722145307051776,0.573704315589178,0.5359780165082383,0.48280122613778076,0.6140368896211559,0.0,0.19696969696969696,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16607,0.09697967018187006,0.696707007647334,0.7176868179082283,0.2456265113763152,0.4380839080632555,0.0,0.48484848484848486,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15747,0.31462350630394664,0.4968276330528305,0.6036257273296665,0.5896317750698188,0.676248209556304,0.0,0.9545454545454546,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20703,0.49487985818562397,0.4968276330528305,0.6592714249408412,0.7851396259924286,0.7023591828561209,0.16666666666666666,0.3787878787878788,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11837,0.4464728218611969,0.6198303251109866,0.7503356510466098,0.48280122613778076,0.4682221866802969,0.0,0.12121212121212122,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8825,0.5094359066501115,0.6813316711400645,0.6862130070421792,0.41625091374847045,0.4049631538457543,0.0,0.8333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1878,0.63692334345936,0.419950950516483,0.37298564130325884,0.7611964974385614,0.618393058722166,0.0,0.40909090909090906,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17848,0.4795961861584082,0.419950950516483,0.4338350089776204,0.6709871503453115,0.618393058722166,0.0,0.3787878787878788,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1198,0.6170922514239175,0.15857022989290143,0.11179497619620632,0.9576369147650752,0.9919658659801502,0.0,0.5757575757575758,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3417,0.4795961861584082,0.327698931472866,0.49518795762583867,0.8600387794323439,0.8564520554241621,0.0,0.5757575757575758,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7902,0.5735586684428766,0.5583289790819085,0.5370691086182613,0.7345065377431865,0.7821893312261761,0.0,0.12121212121212122,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10714,0.3415637809277722,0.604454988603717,0.6328334238133599,0.5400283621297177,0.3585779417003927,0.0,0.7878787878787878,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21152,0.915527593278328,0.05094287434201494,0.1371418852136645,1.0,0.9768907766162584,0.16666666666666666,0.5909090909090909,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24859,0.5960335441907093,0.5275783060673696,0.3730695714655683,0.5400283621297177,0.7023591828561209,0.0,0.4696969696969697,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17301,0.8389550559153187,0.28157292195105743,0.22065239671158138,0.6709871503453115,0.576429028407837,0.0,0.3484848484848485,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19160,0.5960335441907093,0.481452296545561,0.5429442199799238,0.6329361625713545,0.4380839080632555,0.0,0.6818181818181819,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19983,0.3415637809277722,0.14319489338563196,0.15250110491629643,0.9323607175385149,0.544512884544087,0.16666666666666666,0.19696969696969696,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8401,0.5960335441907093,0.5122029695601,0.39237350879674504,0.41625091374847045,0.6620621505827717,0.0,0.7575757575757576,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42044,0.4795961861584082,0.5275783060673696,0.4537264574449634,0.7046195007106633,0.7446035907156645,0.0,0.5606060606060607,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36299,0.5494295209778538,0.5583289790819085,0.4495299493294902,0.5896317750698188,0.5958742013384946,0.0,0.24242424242424243,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42260,0.2844927304630965,0.43532628702375253,0.456915803612723,0.6709871503453115,0.6656853782490693,0.0,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39138,0.40910290938405836,0.6198303251109866,0.4868788715572018,0.5400283621297177,0.6096088994971023,0.0,0.6666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6397,0.5366520174486301,0.7120823441546035,0.6168866929745618,0.5400283621297177,0.544512884544087,0.0,0.9545454545454546,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32280,0.5233388730289907,0.4968276330528305,0.5880986473024156,0.5896317750698188,0.5555475143481097,0.0,0.06060606060606061,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1207,0.722145307051776,0.4045756140092135,0.3344616968032148,0.6329361625713545,0.6508682754814785,0.0,0.9393939393939394,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45401,0.5735586684428766,0.29694825845832695,0.3904431150636274,0.9226073367046013,0.9438957458663229,0.0,0.19696969696969696,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35489,0.827570907496613,0.3430742679801355,0.42023832268348715,0.8262143039216596,0.7313792932155838,0.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3381,0.4464728218611969,0.6813316711400645,0.6357709794941913,0.3381665323121439,0.5911387432374475,0.0,0.8181818181818181,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11340,0.5735586684428766,0.5275783060673696,0.4278759674536484,0.5400283621297177,0.6620621505827717,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3867,0.7849399454087804,0.481452296545561,0.6503748277360379,0.5400283621297177,0.4049631538457543,0.0,0.015151515151515138,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
33105,0.31462350630394664,0.542953642574639,0.7092938016772818,0.5896317750698188,0.864990660436268,0.0,0.7878787878787878,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20312,0.3415637809277722,0.419950950516483,0.4004308043784537,0.6709871503453115,0.5609119178213895,0.0,0.6212121212121212,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23963,0.4634961432361758,0.8043343631982206,0.9244068076764385,0.41625091374847045,0.5500822095346845,0.0,0.10606060606060608,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4195,0.6820620068474058,0.17394556640017095,0.22996864472793188,0.8882571064711158,0.7471559950699245,0.33333333333333337,0.803030303030303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26379,0.40910290938405836,0.481452296545561,0.412600677913326,0.6329361625713545,0.6830459045434232,0.0,0.8787878787878789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25117,0.5735586684428766,0.43532628702375253,0.46514095951905055,0.7611964974385614,0.8211576508714877,0.0,0.3484848484848485,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24589,0.7066363363608354,0.38920027750194397,0.46883388666066694,0.8262143039216596,0.7258623778289817,0.0,0.12121212121212122,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43009,0.5960335441907093,0.45070162353102194,0.5327886703404786,0.6329361625713545,0.74202115452049,0.0,0.3484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33650,0.6734833851731572,0.6813316711400645,0.6598589360770074,0.48280122613778076,0.6140368896211559,0.0,0.696969696969697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26840,0.3415637809277722,0.635205661618256,0.6219225027131297,0.48280122613778076,0.5911387432374475,0.0,0.8484848484848484,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44103,0.6904402604158404,0.5122029695601,0.5682071988350725,0.7345065377431865,0.7570763412432857,0.0,0.3939393939393939,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19765,0.6734833851731572,0.7120823441546035,0.7119795668711847,0.3381665323121439,0.32760073083682073,0.0,0.696969696969697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10053,0.31462350630394664,0.6505809981255255,0.6876398198014401,0.5896317750698188,0.696093567225315,0.0,0.7878787878787878,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4935,0.20995484832603076,0.5890796520964475,0.5984220572664797,0.5400283621297177,0.576429028407837,0.0,0.28787878787878785,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14986,0.809861901602099,0.573704315589178,0.6004363811619068,0.5896317750698188,0.6431221937297327,0.0,0.7121212121212122,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34034,0.40910290938405836,0.665956334632795,0.6115990927490655,0.41625091374847045,0.4458804796138942,0.0,0.5151515151515151,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1227,0.25015127117926717,0.5122029695601,0.5354744355343816,0.5400283621297177,0.527147528508813,0.0,0.5757575757575758,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41920,0.6986285178962487,0.28157292195105743,0.3458761988773019,0.9226073367046013,0.9833867360615862,0.0,0.5909090909090909,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3821,0.5094359066501115,0.5275783060673696,0.5600659730910545,0.5896317750698188,0.5609119178213895,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3890,0.4283956962882938,0.542953642574639,0.490907519348056,0.5400283621297177,0.696093567225315,0.0,0.48484848484848486,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6811,0.5094359066501115,0.43532628702375253,0.48008052841013515,0.7345065377431865,0.5500822095346845,0.0,0.9696969696969697,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40591,0.36599344697077535,0.28157292195105743,0.3389099954056164,0.8882571064711158,0.9488809413380057,0.0,0.33333333333333337,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35065,0.5233388730289907,0.419950950516483,0.355108516731343,0.7046195007106633,0.6796707386058376,0.0,0.5909090909090909,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
130,0.6556788745294984,0.2508222489365185,0.2877125963968432,0.9006516391651758,0.9055461013752968,0.16666666666666666,0.8787878787878789,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
317,0.8500264592384249,0.23544691242924898,0.12119515437486628,0.9323607175385149,0.817591666451813,0.0,0.4242424242424243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21752,0.5960335441907093,0.7735836901836816,0.7237297895945097,0.2456265113763152,0.3778624860067037,0.0,0.1515151515151515,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
26404,0.6904402604158404,0.46607696003829147,0.3938842517183154,0.5400283621297177,0.527147528508813,0.0,0.07575757575757575,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5403,0.4634961432361758,0.3123235949655965,0.33211165225854977,0.8067086327239821,0.7023591828561209,0.0,0.6212121212121212,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7416,0.8815451907119034,0.15857022989290143,0.17272827403287733,0.9841260116422461,0.9755521677453416,0.16666666666666666,0.16666666666666669,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32300,0.5094359066501115,0.6505809981255255,0.6134455563198737,0.5896317750698188,0.571349862879865,0.0,0.19696969696969696,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42638,0.6271510113676264,0.327698931472866,0.25741380780312667,0.8067086327239821,0.7947021508521974,0.0,0.8484848484848484,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34182,0.4634961432361758,0.3584496044874049,0.33420990631628644,0.8600387794323439,0.9190979216517938,0.0,0.3787878787878788,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4467,0.6271510113676264,0.758208353676412,0.8831131678201822,0.48280122613778076,0.5388362854901789,0.0,0.303030303030303,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14389,0.5960335441907093,0.23544691242924898,0.23215082894797795,0.9226073367046013,0.8331355795146038,0.0,0.1515151515151515,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37256,0.5494295209778538,0.481452296545561,0.38087507656034847,0.6709871503453115,0.5661784108218466,0.0,0.6060606060606061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8836,0.38839006961370076,0.7120823441546035,0.7495802795858246,0.3381665323121439,0.544512884544087,0.0,0.19696969696969696,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42343,0.6986285178962487,0.5275783060673696,0.63753351290269,0.5400283621297177,0.5330490158757542,0.0,0.5909090909090909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36387,0.4283956962882938,0.6505809981255255,0.658683913804675,0.41625091374847045,0.5149869057728829,0.0,0.3484848484848485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40225,0.4795961861584082,0.573704315589178,0.6690912539310485,0.7046195007106633,0.8535116429471223,0.16666666666666666,0.7424242424242424,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36672,0.5094359066501115,0.28157292195105743,0.3761749874710185,0.874765292020868,0.7821893312261761,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44308,0.8158530887577088,0.7428330171691425,0.7358157329670725,0.2456265113763152,0.46094320415287093,0.0,0.1515151515151515,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37677,0.36599344697077535,0.4045756140092135,0.3978289693468603,0.7345065377431865,0.5087198415991026,0.0,0.030303030303030276,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39749,0.09697967018187006,0.38920027750194397,0.40714521736321074,0.7046195007106633,0.676248209556304,0.0,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33127,0.49487985818562397,0.6505809981255255,0.6048007496019989,0.41625091374847045,0.5911387432374475,0.0,0.21212121212121215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36960,0.6556788745294984,0.4968276330528305,0.5285921622250055,0.5896317750698188,0.4891200868830978,0.0,0.2727272727272727,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10449,0.6464272102410988,0.29694825845832695,0.29979853976940607,0.9006516391651758,0.8314704912636532,0.0,0.8181818181818181,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30740,0.6646931109386225,0.665956334632795,0.6498712467621812,0.41625091374847045,0.5500822095346845,0.0,0.5757575757575758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
41975,0.25015127117926717,0.573704315589178,0.5873432758416304,0.41625091374847045,0.576429028407837,0.0,0.5151515151515151,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26556,0.6556788745294984,0.419950950516483,0.4198186718719399,0.6709871503453115,0.571349862879865,0.0,0.5151515151515151,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
41881,0.3415637809277722,0.542953642574639,0.48696280171951123,0.48280122613778076,0.3166768089885377,0.0,0.6212121212121212,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
34788,0.31462350630394664,0.46607696003829147,0.4866270810702733,0.5896317750698188,0.5330490158757542,0.0,0.7424242424242424,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12474,0.4283956962882938,0.43532628702375253,0.39531106447757636,0.7345065377431865,0.6546548996616668,0.0,0.4242424242424243,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28591,0.3415637809277722,0.6505809981255255,0.7265834151130315,0.3381665323121439,0.618393058722166,0.0,0.07575757575757575,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24368,0.5960335441907093,0.22007157592197946,0.35502458656903346,0.9226073367046013,0.7967142677594943,0.0,0.3787878787878788,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29041,0.4283956962882938,0.481452296545561,0.4314010342706459,0.5896317750698188,0.6431221937297327,0.0,0.18181818181818182,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2382,0.8865719386446951,0.3123235949655965,0.24910472173448972,0.8262143039216596,0.622679279701785,0.0,0.06060606060606061,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28330,0.5094359066501115,0.327698931472866,0.27831241821818326,0.8882571064711158,0.8211576508714877,0.0,0.9242424242424243,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25584,0.4634961432361758,0.7735836901836816,0.7146653320650875,0.41625091374847045,0.4682221866802969,0.0,0.030303030303030276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32905,0.5735586684428766,0.7120823441546035,0.7400961712448552,0.5896317750698188,0.626897358525305,0.0,0.4696969696969697,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40688,0.6067271503281402,0.5583289790819085,0.5400905944614021,0.5400283621297177,0.7642274642812357,0.0,0.3484848484848485,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35836,0.63692334345936,0.5122029695601,0.5290957431988622,0.48280122613778076,0.622679279701785,0.0,0.9848484848484849,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29558,0.9469899642202627,0.3123235949655965,0.33345453485550125,0.8439175481883865,0.8919200236106537,0.0,0.8333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10300,0.3415637809277722,0.5583289790819085,0.5099596661923044,0.6329361625713545,0.8139582119524071,0.0,0.030303030303030276,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19999,0.63692334345936,0.7428330171691425,0.7321228058254561,0.41625091374847045,0.42192565888358047,0.0,0.40909090909090906,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40210,0.6170922514239175,0.5122029695601,0.4267848753436254,0.5400283621297177,0.4380839080632555,0.0,0.7424242424242424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7738,0.63692334345936,0.45070162353102194,0.3964860867499088,0.8067086327239821,0.8280951728860586,0.0,0.9848484848484849,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21323,0.827570907496613,0.542953642574639,0.728681669170768,0.7046195007106633,0.4682221866802969,0.0,0.21212121212121215,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11455,0.6820620068474058,0.6505809981255255,0.6190688771946078,0.6329361625713545,0.7885421481920467,0.0,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
