CUSTOMER_ID,MAX_ORDER_TS
198354,2022-10-25 18:28:10
37397,2022-10-28 10:47:27
19435,2022-10-26 17:36:25
175636,2022-10-23 12:31:39
100386,2022-10-17 10:45:26
142540,2022-10-26 13:22:02
70411,2022-10-13 21:56:17
138109,2022-10-13 19:45:39
145353,2022-10-27 09:14:28
127114,2022-10-23 10:36:41
15092,2022-10-30 15:43:40
192241,2022-10-31 19:03:20
50997,2022-10-31 21:07:22
10858,2022-10-06 11:51:51
95838,2022-10-30 13:37:15
52108,2022-10-12 10:08:20
70821,2022-10-28 18:03:46
125059,2022-10-25 19:36:26
181339,2022-10-31 10:29:47
176038,2022-10-20 19:20:53
176879,2022-09-30 12:00:18
155863,2022-11-01 14:16:44
69503,2022-10-30 18:25:22
134890,2022-10-21 20:42:38
136514,2022-09-26 12:44:47
13155,2022-10-16 19:31:03
45609,2022-10-14 21:59:21
195617,2022-10-28 13:37:55
151231,2022-10-19 19:20:28
50102,2022-11-01 12:01:15
62954,2022-10-28 08:29:55
93030,2022-10-31 10:40:58
39307,2022-10-10 17:56:41
107406,2022-11-01 20:19:57
98520,2022-10-24 14:14:04
53780,2022-10-30 20:56:26
34472,2022-09-22 21:07:20
179496,2022-10-18 16:13:41
128273,2022-10-21 13:11:57
86630,2022-10-12 16:46:02
126477,2022-10-27 09:41:07
170769,2022-10-17 18:10:22
152149,2022-10-22 18:56:37
110597,2022-10-07 18:29:55
116633,2022-10-12 17:18:34
154893,2022-10-27 13:58:27
18293,2022-10-26 19:51:11
197850,2022-10-30 12:50:05
120696,2022-11-01 10:54:46
140889,2022-10-29 13:50:45
96386,2022-09-07 13:04:34
161961,2022-10-29 09:57:31
167121,2022-10-21 11:09:38
146497,2022-10-21 21:27:43
144728,2022-10-31 10:35:17
107660,2022-11-01 21:13:21
56091,2022-10-10 17:46:15
180585,2022-10-06 18:41:58
155466,2022-10-27 12:05:28
76780,2022-10-23 09:52:13
98901,2022-10-25 17:20:44
153733,2022-10-31 10:09:31
116669,2022-10-13 18:42:49
57824,2022-10-30 19:37:07
53913,2022-10-28 21:18:45
108367,2022-10-29 18:32:25
170584,2022-10-21 20:52:42
64281,2022-10-29 17:12:47
65731,2022-09-07 17:31:06
168405,2022-10-07 10:18:28
171977,2022-10-20 19:15:31
157335,2022-10-20 15:18:18
139276,2022-10-30 10:52:51
128426,2022-10-29 12:31:29
130216,2022-09-30 21:08:19
42796,2022-09-26 09:55:50
148706,2022-10-24 10:46:40
176810,2022-09-27 13:01:14
103914,2022-10-22 12:27:14
80525,2022-10-27 13:13:44
60956,2022-10-01 11:52:37
86310,2022-10-30 12:07:14
166353,2022-10-22 18:14:41
182925,2022-10-02 17:06:20
189307,2022-10-11 21:47:59
161922,2022-10-31 19:32:09
69730,2022-09-28 20:13:14
47993,2022-10-17 15:18:00
118205,2022-09-22 14:28:07
26327,2022-10-28 16:34:21
195730,2022-10-25 19:41:35
42015,2022-10-31 17:48:59
144428,2022-10-16 13:01:43
73507,2022-09-09 20:16:01
186151,2022-10-31 21:37:00
116524,2022-10-23 11:34:44
153587,2022-10-09 18:14:29
99094,2022-10-24 14:52:55
120148,2022-10-28 18:44:54
157495,2022-10-30 16:33:10
103817,2022-10-27 20:34:51
105286,2022-10-27 21:15:56
37501,2022-10-02 21:18:09
188542,2022-10-23 08:40:54
150716,2022-10-28 18:10:04
68355,2022-10-24 22:49:18
163088,2022-10-25 20:04:29
67933,2022-09-17 19:42:06
56572,2022-10-31 19:29:32
39402,2022-10-19 18:43:41
90836,2022-10-27 21:42:41
100808,2022-10-19 20:36:25
157621,2022-11-01 16:48:15
187082,2022-10-25 21:29:23
161266,2022-10-31 20:49:29
141537,2022-10-24 20:37:41
37806,2022-10-23 18:38:32
135057,2022-10-28 13:48:44
130125,2022-10-30 10:31:00
15254,2022-10-19 19:28:09
18057,2022-10-21 17:51:32
169835,2022-11-01 09:27:39
161565,2022-10-21 18:47:52
75260,2022-10-23 19:28:00
68745,2022-10-31 17:24:03
92649,2022-10-15 18:16:48
186309,2022-10-30 21:59:04
95596,2022-10-25 10:52:37
14662,2022-10-22 15:13:47
350,2022-10-16 12:17:41
58643,2022-10-25 10:50:20
52439,2022-10-18 12:32:49
193622,2022-10-31 09:29:51
38718,2022-10-27 18:20:59
137120,2022-10-30 11:43:03
197692,2022-10-19 20:56:38
158790,2022-09-22 20:06:15
4774,2022-10-29 19:44:31
155164,2022-10-25 11:52:56
154226,2022-10-29 16:57:30
95118,2022-10-23 12:46:57
181422,2022-10-22 19:35:32
179742,2022-10-23 13:43:08
55113,2022-10-19 18:30:58
163001,2022-10-09 19:30:01
159677,2022-10-06 20:27:26
186280,2022-09-24 19:35:38
33391,2022-10-16 15:59:46
178184,2022-10-15 13:43:54
13419,2022-09-18 09:35:57
13281,2022-11-01 10:27:21
39243,2022-10-20 20:11:44
160152,2022-10-30 09:12:46
52325,2022-10-15 17:33:45
142379,2022-10-25 16:51:00
103804,2022-10-24 19:44:40
77159,2022-10-28 18:27:06
83306,2022-10-27 18:15:59
149271,2022-10-10 16:55:02
177952,2022-10-17 12:28:22
131388,2022-10-27 17:28:00
179375,2022-10-28 14:16:58
22829,2022-10-23 20:41:36
106134,2022-10-19 13:33:23
150184,2022-10-24 21:05:30
182723,2022-10-25 20:57:20
167843,2022-10-15 18:10:24
144136,2022-10-23 18:52:49
156174,2022-10-15 18:41:54
178804,2022-10-28 21:32:39
158024,2022-10-19 18:06:08
167737,2022-09-24 18:08:49
83822,2022-10-30 18:37:01
92106,2022-10-21 18:54:35
114301,2022-11-01 12:29:23
160931,2022-10-31 13:39:50
141486,2022-10-25 08:20:07
183543,2022-10-13 10:23:57
137205,2022-10-07 21:30:24
163468,2022-11-01 12:01:53
74788,2022-11-01 11:47:31
78938,2022-10-16 17:36:58
137588,2022-10-30 19:58:41
75398,2022-10-20 15:04:24
78362,2022-10-20 12:29:10
33612,2022-10-31 13:58:02
168353,2022-10-10 12:14:33
122116,2022-10-17 08:30:36
147119,2022-10-10 11:26:51
139862,2022-11-01 20:22:48
173424,2022-10-03 12:15:48
97796,2022-10-21 12:11:26
93855,2022-10-12 20:22:41
169581,2022-10-25 10:36:40
30769,2022-10-31 13:25:48
109424,2022-10-07 12:13:25
166013,2022-10-28 11:24:45
151896,2022-09-15 10:32:08
107336,2022-10-26 09:59:19
32857,2022-10-13 11:48:52
123934,2022-10-14 20:27:24
77588,2022-10-30 13:06:42
77074,2022-10-10 09:58:52
8196,2022-10-17 21:24:43
109738,2022-10-16 09:42:35
37423,2022-10-25 12:06:02
184981,2022-10-30 17:32:45
100089,2022-09-22 19:58:47
185755,2022-10-30 12:01:31
134069,2022-09-27 18:07:13
192432,2022-10-30 12:28:01
132883,2022-10-30 17:14:46
88959,2022-10-20 13:52:57
154586,2022-10-28 17:28:45
143853,2022-10-20 17:04:20
77201,2022-10-20 16:58:30
148380,2022-10-22 19:21:55
143041,2022-10-14 13:28:11
77268,2022-10-26 21:16:02
28472,2022-09-17 11:43:53
113898,2022-10-20 14:17:51
93727,2022-11-01 09:13:13
182154,2022-10-27 10:26:00
35182,2022-10-06 11:19:37
166855,2022-10-26 21:08:08
26989,2022-10-29 10:33:59
35076,2022-10-29 18:14:05
196701,2022-10-27 17:25:01
198158,2022-10-27 18:55:20
86375,2022-10-24 19:46:25
106599,2022-11-01 19:41:02
159339,2022-10-22 21:15:32
197229,2022-10-26 20:02:28
33179,2022-10-05 19:29:27
73677,2022-10-30 12:37:01
41190,2022-10-30 17:00:04
145798,2022-10-07 20:00:18
127043,2022-10-19 19:46:59
41794,2022-10-12 16:26:43
37561,2022-10-21 20:17:49
154644,2022-09-30 17:24:46
77358,2022-10-17 11:31:32
112500,2022-10-25 08:21:40
185635,2022-10-22 19:30:34
113741,2022-09-07 21:53:10
93847,2022-10-18 09:51:16
158895,2022-10-12 19:01:20
92407,2022-10-18 19:45:55
182929,2022-10-28 18:59:59
116182,2022-10-27 18:30:33
73961,2022-10-15 17:24:39
185562,2022-10-28 15:29:50
163531,2022-10-15 15:40:27
131074,2022-10-30 08:35:47
154702,2022-10-28 14:39:04
29810,2022-10-29 12:38:55
136292,2022-10-20 12:13:47
89805,2022-11-01 13:21:35
195748,2022-10-28 09:23:27
66554,2022-10-22 17:11:16
80190,2022-10-03 18:33:49
97927,2022-10-29 08:19:34
163222,2022-10-25 18:36:30
152315,2022-10-22 08:25:26
540,2022-08-05 18:48:46
103192,2022-10-18 18:41:50
164133,2022-10-18 12:27:38
77050,2022-10-30 20:17:00
59431,2022-09-05 18:27:14
27239,2022-10-30 10:10:11
132460,2022-10-22 19:54:36
155590,2022-10-18 19:27:42
70745,2022-10-28 17:13:27
107432,2022-10-19 18:39:57
132234,2022-10-28 19:08:21
142660,2022-09-26 12:17:45
74646,2022-10-24 17:34:57
124336,2022-10-30 19:05:58
168538,2022-10-28 19:26:26
61441,2022-10-30 12:40:46
198907,2022-10-31 16:53:19
105505,2022-10-15 12:20:03
166352,2022-10-22 20:27:37
62198,2022-10-28 10:40:54
44190,2022-10-25 11:56:10
90148,2022-10-31 17:34:14
44910,2022-10-10 18:00:00
70488,2022-10-15 17:52:24
172261,2022-10-27 09:22:45
189303,2022-10-25 15:34:57
159909,2022-10-24 18:05:48
146735,2022-10-17 20:45:06
62634,2022-10-18 18:37:08
29354,2022-10-23 08:52:49
116646,2022-10-26 19:53:53
181088,2022-10-25 11:30:32
36131,2022-10-25 13:59:31
122984,2022-10-18 16:49:39
120764,2022-10-30 18:04:35
184269,2022-09-28 08:58:19
42324,2022-10-31 19:42:49
123119,2022-10-28 19:30:30
69275,2022-10-21 19:30:36
105320,2022-10-28 20:31:36
141714,2022-10-28 18:53:32
184434,2022-10-01 09:46:23
97620,2022-10-06 12:45:50
90621,2022-10-12 12:23:44
48889,2022-10-24 16:18:18
65965,2022-10-30 09:44:32
73415,2022-10-05 18:45:34
108903,2022-10-19 13:08:42
54498,2022-10-10 19:54:52
182663,2022-10-30 09:04:56
100940,2022-10-25 12:21:32
119254,2022-10-03 13:41:51
164599,2022-10-29 18:24:16
54123,2022-10-22 20:50:06
120017,2022-10-26 10:58:26
137761,2022-10-15 20:40:59
28321,2022-10-27 10:32:14
104467,2022-10-28 08:56:50
101681,2022-10-12 19:01:31
76259,2022-11-01 17:38:02
127632,2022-10-20 19:48:58
86408,2022-10-28 12:04:21
191583,2022-10-21 17:43:57
29779,2022-10-27 20:47:03
185477,2022-11-01 20:07:30
189916,2022-10-15 08:54:13
127959,2022-09-30 12:55:11
190000,2022-10-31 11:55:14
95082,2022-10-29 20:53:19
20773,2022-10-30 13:19:12
179093,2022-10-10 18:29:59
85244,2022-10-30 21:36:01
120708,2022-11-01 10:39:54
139025,2022-10-08 09:50:21
98967,2022-11-01 16:10:02
172054,2022-10-27 18:02:10
145829,2022-10-26 08:59:57
40501,2022-10-30 10:53:48
24502,2022-10-26 21:05:10
71828,2022-10-23 12:43:26
101197,2022-10-11 12:15:50
65354,2022-10-09 09:41:09
173763,2022-10-31 13:27:38
40992,2022-10-31 19:41:23
126488,2022-10-20 22:24:58
38554,2022-10-31 14:16:32
10327,2022-10-23 20:32:51
141573,2022-10-28 21:07:30
114540,2022-10-10 09:43:15
107976,2022-10-30 20:11:50
67230,2022-10-27 20:15:33
49554,2022-10-06 10:24:18
129075,2022-10-29 20:57:16
63015,2022-10-27 12:30:01
139436,2022-10-14 08:58:18
31950,2022-10-31 09:12:15
33345,2022-09-30 14:21:41
158594,2022-10-20 09:34:58
184803,2022-10-18 20:36:15
176305,2022-11-01 09:59:45
102162,2022-10-29 19:55:34
25922,2022-10-31 13:22:13
128218,2022-09-10 12:23:52
173808,2022-10-20 10:26:04
148167,2022-10-13 17:15:15
147263,2022-10-17 12:50:04
118660,2022-10-01 20:15:47
130154,2022-10-21 19:23:24
132053,2022-10-21 19:55:15
48848,2022-10-28 12:05:34
10988,2022-11-01 17:26:48
182005,2022-10-31 16:44:59
83289,2022-10-13 21:06:12
177457,2022-10-21 10:33:29
56230,2022-10-24 17:55:47
93048,2022-10-30 19:32:28
122800,2022-11-01 12:38:55
82080,2022-10-26 20:57:36
66805,2022-10-15 12:08:10
149717,2022-10-21 09:04:12
131635,2022-10-27 08:43:03
46444,2022-10-22 11:42:26
145954,2022-09-28 11:26:23
178017,2022-11-01 11:53:38
185376,2022-10-01 13:10:39
187234,2022-10-30 20:45:46
143948,2022-10-31 11:20:45
145177,2022-10-11 11:43:11
62232,2022-10-26 16:16:08
127348,2022-10-30 10:12:19
31351,2022-10-19 20:33:24
149611,2022-10-31 13:25:41
150262,2022-11-01 20:41:14
187153,2022-10-30 12:11:46
77667,2022-10-31 15:46:16
139740,2022-10-28 12:31:03
15693,2022-10-12 08:58:47
149004,2022-10-27 09:30:04
176031,2022-10-27 09:38:41
20655,2022-10-26 12:53:20
127432,2022-10-22 20:22:10
179510,2022-10-05 16:04:10
109254,2022-10-23 21:43:08
94416,2022-10-24 17:57:09
154327,2022-10-25 13:03:15
132965,2022-10-09 10:39:07
110217,2022-10-30 21:09:04
168467,2022-10-11 17:29:56
74742,2022-10-31 20:11:24
181195,2022-10-28 08:15:03
40768,2022-11-01 15:47:55
158243,2022-10-13 10:15:20
192582,2022-10-28 12:28:54
150869,2022-10-10 16:37:51
126989,2022-10-27 09:04:33
150147,2022-10-13 09:46:11
134319,2022-10-02 08:54:20
172104,2022-10-14 09:34:56
41631,2022-10-21 14:20:19
90119,2022-10-25 13:56:29
187676,2022-11-01 09:57:12
105158,2022-10-30 13:24:24
150638,2022-09-20 19:47:08
104411,2022-10-29 12:03:56
47846,2022-10-01 12:51:45
87745,2022-10-16 12:54:03
111502,2022-10-20 14:22:10
151268,2022-10-30 09:40:52
154020,2022-10-30 13:44:43
97618,2022-10-30 08:21:47
131658,2022-10-19 08:52:54
27642,2022-10-24 18:46:29
165393,2022-10-19 21:06:26
7564,2022-10-18 16:09:25
116249,2022-10-24 16:02:56
120506,2022-10-27 18:24:49
139777,2022-10-29 12:41:58
166058,2022-10-28 08:36:09
142308,2022-10-28 21:55:59
77308,2022-10-21 21:37:00
169724,2022-10-19 18:32:40
172674,2022-10-27 09:57:08
163274,2022-10-17 12:23:41
147980,2022-10-14 18:59:14
130138,2022-10-29 19:26:38
123978,2022-10-21 21:13:38
133990,2022-10-24 18:25:26
62151,2022-10-27 19:40:11
80278,2022-10-12 19:00:46
171104,2022-10-20 16:35:16
80754,2022-10-08 13:10:29
183776,2022-10-26 19:16:16
122835,2022-10-23 17:52:44
178826,2022-11-01 21:37:20
62292,2022-10-22 19:24:12
119313,2022-10-30 09:38:32
173229,2022-10-21 10:04:57
195984,2022-10-30 13:51:36
71344,2022-10-29 12:14:01
155363,2022-10-31 08:39:43
68040,2022-10-22 18:14:53
160263,2022-10-27 11:08:01
132160,2022-10-16 09:21:32
75841,2022-10-30 18:04:27
107119,2022-10-28 17:02:53
110095,2022-10-25 19:37:27
94818,2022-10-30 19:15:44
17640,2022-11-01 18:57:49
162721,2022-10-28 19:33:13
198707,2022-10-25 17:29:30
197095,2022-10-27 13:40:45
198992,2022-10-30 08:28:33
30687,2022-11-01 18:04:53
57117,2022-10-21 10:07:57
5031,2022-10-18 12:38:31
173128,2022-10-12 10:45:16
68481,2022-10-15 19:11:05
197440,2022-10-30 11:56:11
180320,2022-10-21 20:30:16
142154,2022-08-30 20:32:31
199965,2022-10-26 11:28:18
193137,2022-10-29 20:10:54
42935,2022-10-27 19:33:41
192882,2022-10-31 15:49:42
120006,2022-10-08 20:57:17
101795,2022-10-22 19:10:33
26568,2022-10-10 10:42:10
116152,2022-10-20 09:16:22
117930,2022-10-14 11:15:03
40189,2022-10-06 14:25:05
187414,2022-11-01 21:44:06
35164,2022-10-30 17:27:06
75156,2022-10-30 20:28:02
143670,2022-10-29 18:30:19
49165,2022-10-16 21:14:42
123774,2022-10-21 12:50:05
42713,2022-10-31 17:16:18
70442,2022-10-21 19:39:41
132026,2022-10-25 18:19:06
92810,2022-10-01 11:05:28
105104,2022-10-16 08:20:26
77548,2022-10-28 11:08:01
119159,2022-10-30 13:28:03
174014,2022-10-19 18:10:09
182557,2022-09-26 13:35:25
187232,2022-10-13 18:59:44
48594,2022-11-01 18:44:50
86237,2022-10-13 14:38:34
124281,2022-10-28 12:12:51
189352,2022-10-26 17:00:49
25834,2022-10-24 21:44:43
92088,2022-10-21 21:00:55
130529,2022-10-28 12:11:52
190537,2022-10-27 17:54:14
124641,2022-10-27 20:49:40
82093,2022-09-11 17:21:23
61396,2022-10-22 17:04:33
56069,2022-10-28 10:32:32
61258,2022-10-22 20:24:59
20840,2022-10-17 21:25:19
81710,2022-10-20 17:08:10
69722,2022-10-27 11:58:09
25190,2022-10-20 10:51:44
21542,2022-10-31 20:16:58
133782,2022-10-10 13:25:34
72111,2022-10-17 20:28:48
82510,2022-10-20 08:30:48
59644,2022-10-23 20:27:19
117592,2022-10-25 10:09:44
106923,2022-10-13 21:15:35
70142,2022-11-01 19:43:35
60447,2022-10-25 10:51:47
95161,2022-10-28 11:50:52
83727,2022-10-28 21:50:45
86934,2022-11-01 17:46:45
33131,2022-10-31 09:00:11
178422,2022-10-31 15:56:29
92897,2022-10-22 12:00:16
45126,2022-09-29 14:15:33
70509,2022-10-21 22:05:07
77680,2022-10-30 11:59:27
197585,2022-10-26 09:08:06
141866,2022-10-30 20:15:46
109218,2022-10-28 20:16:32
157778,2022-09-23 17:40:11
168161,2022-10-31 09:16:12
145516,2022-10-30 12:32:17
109003,2022-11-01 17:41:11
151407,2022-10-18 21:01:27
170106,2022-10-03 18:44:32
124324,2022-10-31 20:53:02
175407,2022-10-24 11:19:17
184300,2022-09-26 11:29:40
37474,2022-10-13 18:38:26
102158,2022-09-12 09:14:47
167424,2022-10-20 11:18:08
97675,2022-10-01 08:23:22
50045,2022-09-21 10:32:07
97478,2022-10-26 20:21:34
44874,2022-10-13 19:16:19
114673,2022-10-20 09:45:59
139808,2022-09-23 09:36:46
179973,2022-10-27 15:04:29
62383,2022-10-10 21:21:01
21694,2022-10-20 20:11:01
21503,2022-10-24 20:08:31
81684,2022-10-10 13:03:11
59,2022-10-26 20:39:14
156426,2022-10-17 14:31:08
135367,2022-10-24 16:43:18
169676,2022-10-31 17:20:55
73794,2022-10-16 18:56:42
172251,2022-10-18 19:51:53
67569,2022-10-07 10:06:29
49572,2022-11-01 16:14:44
171973,2022-10-07 09:47:31
152523,2022-10-31 19:33:35
14470,2022-10-19 10:16:00
170673,2022-11-01 18:29:08
163459,2022-09-20 20:38:48
14226,2022-10-30 10:44:49
90817,2022-10-15 21:51:38
179897,2022-11-01 18:02:03
126201,2022-09-14 17:14:03
6238,2022-10-26 18:15:56
151304,2022-10-30 11:55:46
152199,2022-10-23 09:27:54
45585,2022-10-02 19:15:06
125098,2022-10-18 19:10:44
101836,2022-10-28 20:16:38
127713,2022-10-30 20:47:16
111016,2022-10-23 12:50:52
148077,2022-10-30 20:59:32
175729,2022-10-10 13:53:59
85588,2022-10-28 21:24:40
121483,2022-09-26 12:22:11
117665,2022-11-01 21:27:30
104631,2022-10-18 11:41:50
157575,2022-09-28 09:08:34
66788,2022-09-30 13:00:47
191116,2022-10-08 09:48:36
113230,2022-10-17 21:27:28
32207,2022-10-01 13:02:53
107961,2022-10-25 21:48:44
148952,2022-10-09 20:04:42
172118,2022-10-31 21:49:30
81830,2022-09-13 13:29:17
6953,2022-10-23 22:15:45
140597,2022-10-22 19:18:00
37419,2022-10-14 14:45:30
108548,2022-10-28 21:00:50
47042,2022-10-23 09:49:08
133193,2022-10-07 20:29:49
37936,2022-10-17 12:05:14
173326,2022-10-20 10:39:39
107271,2022-10-19 18:50:47
116856,2022-10-29 18:46:17
66968,2022-10-30 20:41:26
69404,2022-09-29 11:22:35
54418,2022-10-25 12:33:12
112916,2022-10-20 17:05:33
90024,2022-09-28 17:22:41
89232,2022-10-24 12:49:19
197080,2022-10-14 08:13:55
132805,2022-11-01 20:49:41
68929,2022-11-01 09:08:23
167649,2022-10-24 19:59:57
190719,2022-10-24 12:26:40
111589,2022-10-31 20:32:05
30445,2022-10-05 13:42:46
114124,2022-10-09 12:24:47
179874,2022-10-27 11:50:47
189143,2022-10-21 16:14:06
110845,2022-10-31 17:03:59
132550,2022-10-29 21:48:52
57385,2022-10-23 19:29:18
192080,2022-10-27 17:25:25
144895,2022-10-24 12:34:18
177425,2022-10-22 09:31:21
79171,2022-11-01 20:59:08
79632,2022-10-13 12:40:22
190449,2022-10-25 09:58:08
83443,2022-10-31 21:50:16
193897,2022-10-30 08:49:50
188665,2022-10-23 20:34:58
132396,2022-10-23 17:06:34
138092,2022-10-30 18:37:02
191388,2022-10-30 18:28:04
114606,2022-09-29 20:30:58
168900,2022-09-22 17:17:44
199789,2022-10-01 18:00:25
128922,2022-10-28 09:12:19
134045,2022-10-31 21:12:15
49584,2022-10-23 17:54:12
101949,2022-10-13 12:02:06
73647,2022-10-24 11:03:25
39557,2022-10-28 10:06:13
73237,2022-09-26 18:48:13
159420,2022-10-22 19:42:07
187741,2022-10-30 11:14:46
182143,2022-10-30 09:52:10
24995,2022-10-30 13:29:43
158152,2022-11-01 19:35:05
59383,2022-09-02 12:53:19
13471,2022-10-28 13:41:05
24410,2022-10-28 11:40:50
103981,2022-10-24 19:01:07
134856,2022-10-31 09:18:50
53055,2022-10-28 14:19:20
113557,2022-10-14 20:29:09
99166,2022-10-20 18:01:55
99611,2022-10-21 20:38:10
44002,2022-10-27 09:06:27
60639,2022-10-29 14:28:15
69494,2022-10-30 19:03:48
30840,2022-10-26 09:10:23
114165,2022-10-17 20:22:55
16584,2022-10-28 20:02:49
129201,2022-09-27 12:15:23
92608,2022-10-22 21:30:35
72865,2022-10-28 18:48:13
87975,2022-10-14 21:06:15
28427,2022-09-26 20:52:22
119499,2022-10-29 20:29:16
83535,2022-10-22 19:32:40
117467,2022-10-23 18:11:27
101433,2022-10-21 18:42:16
180045,2022-10-21 18:59:11
133843,2022-10-29 12:33:50
150552,2022-10-24 08:26:57
33677,2022-10-29 12:17:22
106260,2022-10-25 20:28:09
