CUSTOMER_ID,AVERAGE_SPENDING
198158,39.25
167843,35.11
138109,32.80
177314,34.64
127304,36.48
27665,43.13
151709,42.53
139347,33.83
31351,42.16
163979,37.95
144136,34.82
60168,41.99
148952,40.25
188665,38.24
91020,25.81
75177,36.44
139436,42.63
95900,37.59
50450,37.90
154327,34.40
111502,36.50
133193,42.67
98236,32.15
62634,37.14
193308,39.64
115593,37.76
79208,44.14
198268,49.41
107271,39.69
153587,30.27
182663,37.43
50997,41.32
137339,36.60
110217,30.76
137120,37.93
154586,36.24
154029,36.50
123978,33.61
163274,42.64
181287,34.61
47252,42.61
137205,36.48
198354,37.16
78865,34.04
20840,34.01
157495,42.02
181195,37.64
155363,40.54
17448,39.89
180988,32.55
40504,38.92
193721,38.58
106134,42.96
28290,39.59
57084,36.49
105270,36.02
92927,38.76
132460,36.24
86310,32.78
167424,32.62
167121,41.82
170491,40.42
170673,33.09
65517,29.51
191199,40.90
105286,36.56
115423,35.82
124641,44.32
132234,36.35
107119,34.16
29779,39.50
59340,30.05
105104,42.51
116152,36.17
181535,29.77
69494,38.57
128922,37.30
69512,38.30
81614,45.03
151268,39.97
107976,36.81
42627,42.14
103951,38.54
157722,39.82
66968,40.27
21542,43.39
176856,38.76
133782,39.75
15693,41.65
134856,35.00
90119,39.04
191186,41.40
122835,38.82
141391,41.63
141537,31.94
51560,39.19
150184,40.07
195241,37.93
95968,40.07
147263,29.42
162500,32.69
196395,37.77
61258,41.42
103436,38.64
127632,36.56
199528,37.65
148380,40.37
20036,34.55
80190,36.75
173484,46.16
186910,47.32
181179,31.28
155164,34.09
61737,36.00
197440,35.83
57765,38.62
62199,38.65
176187,36.33
144467,39.13
164296,33.95
172674,29.35
95596,36.74
38067,40.29
138385,39.75
190449,30.87
132151,41.40
152094,32.36
180866,38.18
68355,36.46
93990,36.45
165798,36.36
30840,37.51
87787,37.22
75841,39.29
40992,35.92
176810,36.90
105505,48.74
45609,41.37
95082,36.99
191388,35.93
86408,33.35
48170,42.00
197692,32.18
182143,37.33
71344,35.51
140071,34.53
101795,34.87
141486,42.31
50467,33.23
16141,39.46
102401,43.27
146496,32.96
94818,36.31
52933,33.25
143548,36.55
70745,37.16
124392,42.81
187414,34.77
168900,33.70
107961,34.76
188735,27.12
83479,36.01
156734,29.99
110524,39.42
161957,40.53
81462,39.48
100151,42.97
145954,32.95
127043,37.05
29777,41.71
110845,42.64
139808,33.96
26327,38.42
11983,40.26
185635,36.43
130862,37.81
186309,41.05
33678,37.42
80754,39.89
59431,35.88
121267,34.33
178826,39.23
135057,39.75
88959,40.45
184135,41.50
151231,39.37
167649,35.13
148820,36.62
154067,38.07
165333,36.59
54133,33.16
145700,43.88
90836,33.94
93048,39.47
160082,43.83
192432,35.17
156759,34.35
197229,31.61
134718,35.67
41631,36.12
98901,37.69
40189,37.61
116106,40.55
51763,39.44
171340,35.06
198061,39.71
38744,39.04
28232,32.49
79171,42.41
151207,37.08
80075,38.31
8424,41.69
95006,32.26
49584,34.57
50255,40.37
55014,49.25
183273,43.39
125591,39.92
20773,36.88
158269,37.93
27004,39.51
195984,38.96
118622,30.54
185562,44.58
104208,41.64
56572,39.63
27239,38.63
149611,38.30
121830,35.34
48678,38.50
158024,44.07
44794,36.19
74742,29.57
72111,36.76
78080,47.21
97927,34.09
116524,41.56
175407,35.73
130529,42.23
189916,38.58
189352,33.61
33086,43.23
170769,39.55
181088,34.25
158594,34.31
10366,33.71
70411,31.52
117470,37.46
100201,38.33
121390,36.85
30445,36.84
113741,34.60
123477,37.56
112500,40.90
157621,44.43
103817,33.13
132883,32.72
130216,38.25
132550,38.99
35278,36.14
192882,39.51
27812,36.08
132965,38.50
192241,43.37
179375,36.04
159495,37.80
197552,34.29
155466,35.63
166353,40.71
47008,41.89
30846,40.95
107336,41.84
36177,38.83
69275,36.14
86237,36.44
8258,38.63
136772,35.02
26568,35.31
118977,36.22
59,33.99
192582,37.36
167878,36.96
177952,31.88
171024,39.34
103192,34.79
33345,43.18
158085,38.53
90024,30.86
27487,44.19
35914,34.73
57126,37.85
10327,33.13
80467,38.71
164133,35.55
174014,36.00
26532,35.45
99094,35.74
37007,34.55
91479,36.13
83289,39.34
197585,41.40
120006,40.21
92407,38.10
131755,31.99
126488,38.28
44874,40.46
120696,38.45
167033,37.05
120792,39.52
101433,37.14
67867,46.40
127458,41.34
173639,38.83
198707,45.42
48282,42.25
34828,36.43
129132,38.77
64095,46.64
179510,32.82
198992,35.87
51980,34.97
81218,37.21
166013,37.42
78345,40.57
156955,44.81
108890,43.45
195065,30.84
120506,43.98
138666,38.54
147119,38.31
62668,50.35
124281,41.05
93468,39.12
77667,35.96
43375,37.01
141549,42.07
93636,37.92
162721,39.69
147647,35.19
155590,39.69
14662,42.55
175516,42.22
45238,35.32
164601,44.67
178804,38.30
94162,42.03
152176,31.07
101896,38.12
123008,40.43
112174,37.85
95448,37.84
126201,33.11
40099,38.78
179973,37.29
180380,34.44
77074,37.65
97618,34.51
80278,32.78
63015,33.76
25834,44.47
195037,41.75
182925,43.49
164599,41.22
154020,46.53
24995,40.98
99166,39.94
129075,38.69
173952,40.83
172261,37.95
70509,39.70
134075,37.42
139581,38.38
24902,33.81
158790,40.28
171804,29.32
36041,37.68
136570,36.43
182643,38.44
53055,35.81
68237,41.20
197265,27.99
73237,36.95
40501,37.37
5031,40.22
48666,40.05
182244,41.70
181323,35.04
178422,41.82
198620,39.92
27990,32.77
187676,38.63
66788,42.74
171973,35.80
189143,33.81
28687,37.71
114513,36.35
173424,44.59
126535,35.25
47846,36.83
42713,45.85
172118,40.60
117972,36.84
153733,40.35
55113,39.72
144895,42.70
143670,38.31
154644,42.16
99537,38.46
35164,38.20
56897,30.68
153247,37.60
83311,35.80
153751,43.66
75260,34.82
49572,32.69
125098,38.04
80215,31.03
178971,38.80
128170,35.99
117430,35.71
62740,40.40
120716,40.68
350,25.86
179742,42.43
111747,43.58
49554,42.52
148077,38.62
117467,36.02
121780,40.25
26989,34.51
120143,41.75
177457,35.45
117177,38.56
69722,46.00
95115,36.64
173808,43.63
145653,41.11
186262,45.02
61784,31.59
30687,33.11
161922,36.52
66153,43.23
187082,40.03
50425,41.34
145177,34.32
91306,44.60
167945,40.56
195178,47.24
191116,42.68
184300,43.18
161565,36.29
42015,44.71
182557,34.93
108596,35.80
126989,33.15
172642,29.06
101949,38.68
120724,36.73
155114,42.68
70488,42.95
181798,37.21
172054,36.11
104411,30.62
63963,44.73
19435,35.99
106294,32.56
133990,34.19
180045,34.82
146943,45.35
179897,39.85
143339,36.92
89456,35.18
33131,36.60
163963,35.17
139777,34.93
61441,40.12
38831,36.72
185755,41.13
170584,32.22
140889,44.53
190448,33.41
197979,34.73
66554,39.55
42935,43.70
72266,34.69
114124,46.67
119888,32.85
144428,44.54
37474,40.98
129059,27.34
124324,46.64
139025,30.79
160152,38.10
160931,36.75
166167,39.55
109841,36.10
168538,35.25
120756,39.90
142379,41.46
52340,43.25
103981,35.93
197850,36.50
177454,35.07
193137,44.68
171270,41.18
147856,45.21
77358,50.76
65782,33.95
120607,50.17
130138,34.73
176305,44.98
78990,37.24
142154,44.37
125059,36.02
81684,40.04
191878,36.12
181561,38.63
171580,41.16
151304,38.79
101347,36.14
157920,40.96
134319,40.40
44910,41.18
54418,36.49
70672,37.17
184981,41.94
184434,38.73
110277,45.64
130286,41.94
117592,39.17
20002,37.56
184269,39.67
69404,38.98
71673,41.20
25645,38.87
171026,43.07
37397,41.99
58100,36.23
183223,35.73
53913,37.46
145312,39.29
114165,46.24
73102,35.30
177425,35.67
97253,32.46
109003,39.71
73872,33.51
41794,36.39
76780,36.41
159697,40.06
183626,35.65
39557,34.04
176119,40.18
99089,43.35
100775,43.94
36131,41.57
85588,48.48
105230,37.82
157227,39.76
51261,37.22
169724,38.37
110413,39.45
81710,43.18
13281,34.11
134641,33.56
15092,38.07
23661,44.86
165071,43.43
77680,47.45
70821,42.48
179745,35.57
137606,39.79
112624,40.52
116249,37.68
106260,45.87
181948,32.59
37806,36.38
129380,38.71
77797,38.86
114540,40.00
73698,35.17
143594,35.67
169733,38.82
136438,42.15
61039,41.25
43981,37.34
33208,41.45
92708,42.50
156426,38.86
172207,44.21
148802,38.18
55104,36.38
178017,40.20
153639,40.09
136514,39.77
189639,34.22
77201,34.72
11186,48.13
95054,35.72
29363,37.12
27457,32.51
139862,42.08
140597,37.65
194012,44.06
47042,42.71
115631,38.20
125966,43.95
120148,37.95
149271,39.06
103914,31.26
16584,42.07
56091,32.27
163540,48.11
132144,44.48
150262,28.08
185376,39.86
70035,40.37
86386,38.80
120249,43.91
13419,40.45
129436,34.95
165393,32.32
147707,39.01
187741,41.96
71215,34.45
158223,40.85
48848,38.10
4774,38.68
144728,34.62
131074,42.21
77308,42.62
108367,35.51
80525,42.19
184691,35.18
48889,39.96
70875,41.32
30886,44.12
176038,43.83
114606,35.08
122116,40.13
102803,33.30
175636,35.46
77548,36.62
41524,36.04
24962,41.33
157895,32.86
173832,40.48
65493,42.34
23689,38.18
163531,41.06
163088,39.19
104342,30.19
68745,37.45
56230,46.50
106169,44.31
110989,38.48
109424,40.04
173763,40.40
25751,41.72
70643,38.53
111589,33.59
67466,42.52
166855,41.27
65110,35.14
96175,39.92
19543,39.56
128426,38.19
92810,33.51
78938,36.64
98663,37.79
197080,40.27
189496,35.52
73961,35.84
30769,32.58
190537,35.68
127114,38.97
157335,39.75
152199,38.56
139740,39.75
187234,37.00
136159,36.06
125667,37.02
39824,33.26
118660,42.32
10858,43.53
141031,42.77
131460,32.99
44349,40.73
90817,38.60
89372,34.49
119525,35.73
193897,35.60
193509,40.65
171104,31.73
88165,38.50
137945,43.31
157409,40.54
60956,35.47
152301,37.10
183059,41.31
42796,40.32
95628,37.10
132635,39.29
186539,38.02
37936,41.34
179853,34.47
132396,35.61
64287,37.99
155863,39.03
76412,35.21
168161,34.99
116916,40.67
119159,38.80
113281,41.04
68310,31.00
154181,32.70
152149,47.52
86375,33.57
96386,42.45
143041,39.56
161582,40.38
101681,32.43
122984,44.56
72716,41.68
148706,37.77
163468,39.20
79117,44.25
25190,35.80
55874,44.96
193195,31.02
132160,45.82
128273,37.84
175596,36.95
190425,35.85
58809,39.19
127214,40.46
111930,41.35
142308,36.30
94863,44.28
32207,45.20
47993,46.45
48594,35.61
102162,34.12
54498,36.57
77283,35.21
146735,34.39
73228,36.38
75156,35.31
44309,39.86
13206,39.89
161961,35.21
130126,48.18
32857,41.30
107432,41.53
149004,39.76
116633,33.98
160698,38.40
32712,40.22
135970,37.56
146838,42.14
172104,30.35
82080,33.30
145353,37.33
153577,37.00
87059,38.27
90662,36.59
69072,33.51
73994,34.19
146497,39.96
132805,38.07
173326,38.74
86117,35.26
130937,37.45
15034,31.28
74663,38.81
62232,37.75
77588,38.54
57824,42.64
96270,37.06
41978,41.03
142660,36.48
139276,38.18
132053,36.78
49935,44.68
192993,37.35
150300,33.77
163724,38.85
11051,40.77
6953,43.77
47735,41.15
115279,37.29
78160,34.70
116105,41.94
126275,38.35
44190,41.01
146213,43.38
165413,34.58
128218,34.77
126611,37.98
77486,39.46
74646,38.83
68929,40.51
132758,43.35
116346,37.29
67569,41.05
149885,35.45
68040,41.23
91302,39.34
123774,43.29
118293,41.81
103009,36.57
21694,39.48
158784,40.63
123154,42.01
144868,34.97
37514,35.70
162172,42.12
144947,40.28
141573,41.57
104892,37.96
106599,36.23
92649,40.53
145829,40.20
13155,36.21
92106,35.11
193850,36.96
154702,33.25
63977,42.32
166306,41.49
100808,39.71
72606,41.20
151397,37.58
134168,40.79
60298,37.35
56069,35.93
96218,40.82
170106,34.04
162393,34.41
46383,45.16
34472,41.72
199789,31.07
111016,37.71
97620,33.76
6664,30.73
97478,42.74
170941,35.46
92608,34.83
145798,37.24
111868,32.25
166710,38.93
174082,37.38
70367,42.38
57117,33.97
180320,34.58
137002,48.82
98967,42.21
37725,32.09
22884,39.25
145516,39.08
116856,40.12
187238,38.65
93030,39.56
175729,39.42
106923,40.83
192655,38.35
45126,40.45
126590,36.83
111482,46.67
95118,38.69
52108,39.32
90857,46.05
56361,32.73
113765,31.66
77268,39.27
32555,45.21
92897,38.98
86630,46.34
151634,40.62
121483,47.00
120708,40.12
86934,35.98
164530,36.87
32830,38.90
22238,38.96
154893,36.03
89805,40.03
37419,45.47
159420,33.91
158895,46.00
62954,38.30
60447,36.16
157778,36.18
156174,40.08
193590,42.85
44473,50.89
114673,35.44
70747,41.88
169676,45.04
119313,38.11
92092,45.72
14226,37.94
159677,41.96
137144,39.48
155877,35.80
196701,27.98
116748,30.54
191104,46.12
85244,40.89
37351,44.06
21503,42.41
100453,43.35
157252,36.70
143001,40.77
22829,39.70
88972,44.12
173229,44.49
85307,38.95
37561,28.94
198907,33.59
110004,43.12
141714,43.27
23157,31.18
72865,34.13
148699,32.24
150410,39.69
27036,37.44
54123,37.73
150638,35.22
28825,43.35
99387,39.61
142559,39.22
182537,41.73
134045,33.90
54210,37.78
64498,44.83
103804,31.70
138512,40.37
67933,33.91
134499,37.81
81613,42.78
133798,38.20
108548,35.95
75692,35.55
155641,32.53
161266,39.00
65731,40.75
87745,39.75
109216,37.89
152523,40.38
138205,38.74
61396,34.86
79584,40.57
118205,36.22
57774,37.23
98520,42.05
106795,40.24
131658,39.69
33391,37.64
139005,42.19
38718,35.80
74886,43.32
104467,38.88
43482,43.48
62886,35.57
178303,34.94
139041,38.08
195730,27.05
49783,39.55
108560,38.26
116669,39.16
52902,39.39
94505,32.87
195617,38.05
135267,41.96
65965,29.13
124336,36.45
172251,32.27
135479,37.78
52309,39.12
37501,35.28
53780,37.69
180115,35.31
179496,32.14
100940,30.90
97068,40.33
120035,34.77
110597,38.19
132026,44.83
184803,38.80
40525,32.18
171977,34.00
168353,36.82
162119,42.04
38554,39.39
171393,44.95
28306,34.44
84303,26.25
130125,40.69
65160,35.49
102158,38.07
129330,44.61
62187,35.34
91405,37.46
122642,38.33
77684,34.98
33677,34.38
83306,44.73
195777,38.32
46444,42.58
24410,44.03
116646,46.71
193622,39.69
28321,32.65
127713,36.46
59129,46.90
43344,42.04
181339,32.05
192080,35.31
28256,36.92
123934,40.05
100386,35.93
190000,39.72
140519,36.09
15254,34.26
168467,32.24
83956,38.09
77050,42.70
183543,39.91
73794,37.00
182005,40.67
199261,37.41
154297,39.19
157575,34.04
36372,36.82
93855,36.52
60753,34.82
25922,34.88
189307,41.37
167737,36.15
33179,33.86
77332,42.45
30706,39.05
199965,40.18
41190,43.53
8196,38.84
189303,33.60
159339,40.19
101836,40.53
14131,36.72
128884,31.14
99611,38.47
155374,34.47
195748,35.52
120549,34.79
163459,36.47
176031,32.04
52325,33.01
54472,33.58
67230,36.85
130154,37.21
73677,40.40
28427,39.04
68021,35.77
38446,37.37
71828,36.52
182581,36.02
41318,44.60
79632,41.91
93782,38.79
120849,33.70
82093,32.07
132640,37.67
64895,36.51
83672,41.76
29608,41.10
35253,39.25
186280,37.23
68909,42.32
75041,35.49
101253,36.32
178176,38.98
97796,45.01
31950,41.34
107660,41.07
25758,39.34
29810,40.88
90148,40.52
142540,46.05
78362,33.10
150147,35.44
109738,43.36
95973,34.40
18293,43.43
148924,32.33
197095,35.90
113557,30.82
125749,46.34
68481,34.95
91773,44.43
164759,42.42
109218,33.33
181013,39.65
143853,40.86
83535,45.13
166352,43.17
105158,35.19
152315,43.07
199771,41.00
134715,32.95
150869,32.29
182723,41.04
70548,39.03
29019,34.73
73415,32.79
183776,44.59
133011,39.19
70442,41.01
35182,41.70
58189,38.03
14470,37.80
124506,39.20
141925,42.79
77720,43.81
66805,49.60
159179,36.47
120764,28.59
107843,31.51
181619,35.33
99176,35.54
112674,40.37
29066,36.15
93727,41.90
158243,38.39
14413,40.77
127959,42.10
59140,30.56
116182,40.25
72235,38.32
83822,44.24
49895,40.39
125771,37.72
107029,43.00
64073,35.53
69730,40.71
165911,44.20
139600,38.08
163001,47.50
139020,40.38
121453,38.64
81830,31.51
103791,36.66
182154,41.31
95368,43.61
72177,46.65
63915,37.45
169874,32.29
158025,38.30
44252,39.47
191583,39.70
112916,29.93
38918,38.34
73507,38.07
94215,40.86
176342,32.53
71661,38.46
127348,39.26
163748,36.76
166058,44.93
70037,36.96
134890,37.65
108898,40.15
133843,35.46
87056,39.48
34761,42.54
44762,43.35
67780,36.01
45585,34.38
17640,36.41
144260,43.16
134069,44.53
129201,30.47
20600,30.96
126477,29.92
188305,28.66
136292,41.89
70544,44.33
83443,34.38
127432,46.20
63929,33.77
185720,37.97
20655,44.56
40768,38.74
52439,32.79
91010,40.36
107529,38.79
49165,36.86
29354,41.20
74788,37.46
145753,31.81
540,45.00
80744,40.54
183670,38.35
108513,37.96
28472,34.65
181422,34.74
187591,42.07
132259,40.64
137588,42.00
167015,30.48
49514,36.08
130048,44.23
86353,36.47
185477,42.34
5397,27.80
131635,33.47
42462,38.25
36033,36.89
50045,36.47
26944,39.12
178177,40.77
188542,42.81
76259,38.03
70142,42.12
90911,45.43
10988,34.34
163222,42.05
186069,39.14
147980,42.16
104631,31.07
176879,35.85
37423,34.66
6238,36.44
143948,39.88
38255,35.00
158152,39.20
13471,38.68
29270,39.42
62292,35.45
158236,35.34
100089,34.33
159909,44.63
156171,42.45
97675,41.47
8219,31.94
53901,32.34
39307,31.52
171257,38.17
110095,39.57
131388,30.29
193447,36.15
132384,41.86
166860,44.27
189739,41.64
102255,43.06
161301,40.16
77434,36.98
91854,37.32
126433,38.95
67206,36.69
38348,39.90
40945,41.15
141257,42.18
15544,37.33
197461,38.09
70199,37.59
190645,39.64
171336,38.42
113649,39.50
198927,39.52
169700,40.42
186238,41.09
162647,42.68
107910,33.80
25291,45.30
90801,29.13
170754,45.76
89149,35.80
152864,37.89
92165,39.75
113106,35.64
12892,37.76
122745,37.71
124887,40.31
162879,35.62
139446,38.06
191548,50.53
140454,33.10
24786,39.62
193519,33.30
98356,47.18
35786,36.22
104218,42.24
78445,35.61
77613,35.66
135374,33.45
51740,45.15
199920,38.22
38366,35.04
115178,43.09
145191,39.56
123894,31.67
128167,28.26
125566,39.18
166129,43.43
4948,33.29
40304,41.27
161745,32.74
44611,42.29
105899,39.05
50478,38.26
61830,43.22
142827,39.90
107415,42.16
65330,40.52
87167,40.75
175663,38.70
83202,38.88
52885,33.67
199824,33.88
172390,55.46
131872,37.20
100818,39.82
62615,38.40
77922,39.49
84139,32.97
169695,41.15
95829,35.98
160100,33.90
193056,37.51
128204,43.70
174243,44.44
139442,37.93
186879,40.94
53148,40.38
19675,33.09
53997,43.52
128325,34.80
173125,36.90
126522,46.19
142805,44.80
136588,42.18
76935,37.71
90363,40.96
99273,39.66
13808,37.39
187356,42.64
65405,37.19
38356,40.59
81642,37.85
88869,37.20
69355,34.60
100446,33.18
153526,39.57
108711,36.23
146093,32.69
147964,37.37
109405,38.04
160754,48.98
168236,39.10
74150,40.68
130886,43.01
38962,40.08
100659,39.94
149770,39.00
129245,42.28
93017,35.42
124967,32.23
187883,40.95
122491,35.21
22419,35.56
89480,41.90
162169,39.90
147532,37.45
82211,41.15
1378,27.32
39972,41.18
145737,35.46
11407,38.82
176539,41.20
89246,43.04
178027,38.76
137091,39.08
222,42.50
126851,36.86
64190,46.72
129183,42.77
151868,35.88
164210,33.55
61871,36.23
89251,36.01
141468,44.02
64742,40.14
173505,40.74
102852,28.19
164385,40.13
164849,36.35
191313,36.07
76862,41.11
139563,38.13
107151,41.40
196579,38.77
199517,34.33
129766,35.83
67707,35.80
80779,38.67
65423,37.64
140941,39.08
151309,44.14
166845,37.00
177121,37.26
83429,36.17
18403,31.80
111816,38.03
36076,46.66
92722,35.99
144183,36.61
134910,40.14
93924,41.88
169406,39.13
140606,46.59
135005,37.30
24392,40.78
82572,40.92
45519,35.74
183011,33.16
93529,35.91
181938,39.74
151693,39.60
144273,42.00
143217,39.36
108170,39.22
194001,37.64
93695,37.99
81203,43.64
64068,40.53
173949,37.40
177873,35.20
191658,42.10
163334,44.29
45600,33.30
75810,37.43
182390,40.77
106067,39.76
21022,41.78
149859,37.30
20464,36.72
107623,43.11
172193,35.79
108315,37.92
87550,41.34
46895,28.27
56538,31.22
160796,39.10
165108,41.52
50066,36.92
175784,37.06
108757,45.12
176168,37.78
145318,45.61
182783,44.94
144470,34.70
142733,41.73
58133,38.51
94886,38.64
58696,42.91
40632,42.95
145607,41.23
139899,35.79
99640,42.82
178591,38.79
130323,36.15
54497,37.53
172150,34.96
77164,35.89
159474,42.97
57420,40.32
142283,36.86
45424,34.34
7574,45.82
181084,40.10
168088,35.76
185481,40.07
43250,38.66
37445,42.02
34180,39.57
63006,38.53
19842,34.31
89125,36.63
182977,33.28
23095,41.17
35401,39.65
154258,33.82
33224,41.39
64072,35.00
126169,37.68
131688,39.19
69036,34.04
27543,41.23
71055,35.92
195842,40.62
107333,42.91
185178,39.14
179423,33.50
187244,40.91
154046,39.26
159515,41.70
2295,40.11
46922,44.20
74231,36.21
76408,39.35
118345,41.48
115632,42.63
118449,38.79
53769,36.73
107252,39.82
167306,43.95
79395,37.64
82841,33.98
99115,37.12
113275,42.94
47942,37.81
38152,38.45
22929,39.96
146181,36.84
80001,42.35
135938,33.54
53123,39.34
109454,42.24
117836,38.04
120766,39.55
121446,39.46
121315,36.49
151384,42.17
100170,40.92
151766,34.22
34604,42.04
104479,37.01
99487,38.48
84605,38.20
135593,39.22
29735,40.78
164698,38.58
131691,36.13
34029,40.28
57361,39.18
118178,31.30
20272,43.36
145008,34.25
194848,37.09
128626,40.34
33269,39.92
16550,36.70
139408,43.49
26602,43.86
142697,39.47
67820,36.69
60774,35.43
77730,41.93
175496,41.48
94380,36.42
151732,45.75
131687,33.20
87753,32.26
166911,40.82
150756,32.14
46651,39.06
77669,40.20
112160,35.45
133436,34.03
129658,43.05
64625,36.18
52987,40.31
85855,37.96
135913,34.66
73030,36.49
160172,46.66
18930,35.21
48823,43.70
160906,37.04
101919,46.52
191261,33.90
37637,42.88
41833,41.00
53886,44.22
20106,43.51
119818,37.66
141589,35.65
144274,29.66
95327,42.47
177252,38.35
22590,36.79
105345,40.28
33079,35.68
69378,35.99
63273,43.58
123736,32.96
37866,31.25
50985,42.77
64146,37.26
102309,34.83
126138,39.86
79126,45.25
186456,36.09
124921,37.86
66692,36.66
102233,36.76
141417,39.47
68868,39.89
59229,47.82
113463,40.85
26616,36.56
165751,32.18
65364,35.56
1709,38.78
198804,44.75
21840,43.99
140051,38.09
184708,34.98
183664,40.34
140148,43.11
186688,40.90
44176,40.60
83161,37.78
84722,43.44
76262,46.30
102947,35.22
162663,34.63
153055,40.68
34703,27.59
117654,41.29
190374,34.64
63114,35.72
105837,39.23
71759,36.21
21116,50.99
101282,43.25
193190,36.67
55953,40.57
98850,36.89
162152,48.93
175507,42.93
129208,37.31
22390,39.06
55269,31.71
51524,39.19
175957,36.82
44162,44.49
194470,37.33
72179,46.08
155055,43.00
161168,34.33
41321,32.81
80735,38.10
113441,29.77
101779,33.36
118559,36.47
78227,36.86
43913,38.31
92713,33.02
78739,38.27
98821,46.23
73707,38.87
162370,28.45
63506,39.18
15655,38.63
90214,33.02
44956,32.48
98129,39.50
81206,42.13
146429,32.63
83901,40.78
96256,38.12
102341,39.28
137103,40.02
189099,42.79
120416,30.64
87419,37.41
126299,34.14
138692,36.91
70958,37.23
102283,44.74
162100,42.00
80766,42.04
42479,32.63
186379,46.48
152814,35.67
42064,36.77
33200,38.07
58029,41.36
58816,41.10
70598,37.72
24492,46.03
146616,40.57
131811,35.59
90883,38.72
181477,40.22
162066,43.34
65352,39.15
94072,26.99
204,34.14
92500,35.45
106297,37.44
27911,28.07
189328,42.20
131998,44.23
134049,34.82
195673,36.80
37202,31.54
79953,42.24
140104,36.11
127350,33.68
187149,34.44
148895,35.67
70764,35.04
81738,44.12
96291,42.29
161971,32.22
104640,39.95
133950,37.62
91786,34.71
198781,33.91
129149,36.52
169546,34.64
97890,41.12
16146,35.24
54086,47.54
149292,35.66
125737,38.24
85327,37.18
169201,40.24
148482,40.41
39045,30.58
131941,43.68
151713,36.66
142425,37.86
135013,40.09
80557,33.26
83650,29.74
87248,34.42
88434,35.01
191172,31.86
178685,34.39
19886,37.93
95541,35.93
136117,36.59
85312,35.42
73927,42.48
96545,44.46
184286,41.53
139256,40.90
163553,32.84
161352,34.50
120188,49.42
140758,39.57
175321,41.48
129504,32.98
36289,32.75
141006,44.80
62781,37.76
86027,36.39
136286,30.55
82975,38.78
59679,41.52
158997,39.11
110111,31.23
177884,45.20
108157,33.27
187783,38.08
138739,43.14
193099,38.08
122837,38.06
107244,41.45
81902,31.69
33286,33.63
50027,39.05
118071,35.11
20480,38.52
56990,47.63
65575,40.25
141370,33.57
147545,36.30
188801,42.90
120313,46.52
147940,42.93
98571,36.92
38088,36.91
107015,40.55
194618,38.99
162752,37.46
97460,39.00
128616,35.06
194739,36.33
