CUSTOMER_ID,CHURNED
6966,1
7014,1
7016,1
7020,1
7027,0
7054,1
7056,1
7063,1
7089,1
7094,1
7110,1
7116,1
7148,1
7149,1
7176,1
7180,1
7243,1
7250,0
7257,1
7261,1
7269,0
7290,0
7306,1
7371,0
7389,1
7414,1
7442,0
7465,1
7479,1
7501,0
7522,0
7564,1
7566,0
7574,0
7576,1
7599,1
7640,1
7654,1
7681,0
7684,0
7692,0
7711,1
7714,0
7731,0
7738,0
7754,0
7788,1
7825,1
7830,0
7834,1
7855,1
7858,0
7859,0
7893,1
7896,1
7935,1
7966,0
8028,0
8045,0
8047,1
8050,0
8055,1
8090,0
8091,1
8104,0
8105,1
8156,0
8187,0
8196,1
8219,0
8226,0
8258,1
8261,0
8269,0
8270,1
8271,1
8283,1
8323,0
8327,0
8349,0
8359,1
8408,1
8418,1
8424,0
8440,0
8449,1
8467,0
8470,1
8481,0
8500,0
8501,1
8502,0
8527,0
8573,0
8581,1
8595,1
8626,0
8630,0
8632,0
8648,0
8656,1
8667,1
8680,1
8689,0
8744,1
8745,1
8751,1
8800,0
8801,0
8802,0
8816,1
8835,0
8851,1
8862,1
8864,1
8870,0
8883,1
8885,1
8893,1
8955,0
8964,1
8969,1
8979,1
8980,0
9008,1
9014,1
9033,0
9074,1
9093,1
9107,1
9126,1
9131,1
9146,1
9149,0
9165,1
9172,1
9177,1
9193,0
9237,0
9271,0
9274,1
9287,0
9307,0
9320,1
9327,0
9336,1
9339,0
9363,0
9380,1
9381,1
9426,0
9434,0
9443,0
9454,0
9483,1
9497,0
9503,0
9545,1
9554,0
9569,1
9572,1
9608,0
9622,1
9628,1
9640,0
9642,1
9647,0
9650,1
9651,0
9654,0
9679,0
9682,0
9687,0
9697,0
9703,0
9745,0
9750,1
9781,0
9789,1
9799,1
9801,0
9844,0
9862,1
9884,0
9886,1
9891,0
9900,0
9940,0
9976,0
9985,0
10014,0
10018,1
10042,1
10047,1
10056,1
10057,0
10063,1
10066,0
10068,1
10076,1
10089,0
10102,0
10106,0
10146,0
10152,0
10176,0
10180,0
10182,0
10209,1
10223,0
10225,0
10239,1
10251,1
10265,1
10268,1
10274,0
10277,0
10279,0
10296,1
10304,0
10305,0
10317,0
10327,0
10350,0
10366,1
10371,0
10384,1
10416,1
10429,0
10436,0
10462,0
10466,0
10494,0
10517,0
10532,1
10533,0
10536,1
10537,1
10541,1
10549,1
10561,1
10585,1
10591,0
10592,0
10606,0
10630,1
10644,1
10655,0
10666,1
10668,0
10677,0
10685,0
10731,1
10788,1
10811,0
10836,0
10858,1
10892,1
10899,0
10915,0
10918,1
10943,0
10962,0
10975,1
10987,1
10988,0
11010,0
11014,1
11051,1
11061,1
11126,1
11128,0
11130,0
11156,0
11167,1
11186,1
11187,0
11217,1
11222,1
11233,0
11244,0
11245,0
11255,1
11257,1
11286,0
11325,1
11335,0
11340,0
11346,1
11355,0
11361,1
11364,1
11367,1
11385,1
11392,1
11407,0
11418,0
11454,1
11461,0
11463,0
11469,0
11488,0
11499,1
11515,1
11517,0
11536,0
11546,1
11556,1
11561,1
11567,0
11574,1
11577,0
11607,1
11644,1
11645,0
11658,0
11679,1
11681,0
11691,1
11733,1
11770,1
11771,1
11784,1
11802,0
11822,1
11863,0
11882,0
11891,1
11903,0
11907,1
11910,1
11922,1
11932,0
11969,0
11980,1
11983,1
11985,0
11987,0
11989,1
12011,1
12015,0
12022,0
12072,1
12081,0
12083,1
12087,1
12093,0
12104,1
12110,1
12111,0
12113,1
12114,0
12115,1
12116,0
12119,1
12122,0
12128,1
12139,0
12148,1
12155,0
12164,0
12176,1
12181,1
12192,0
12201,0
12228,1
12242,0
12247,0
12256,0
12261,1
12262,1
12264,0
12270,0
12272,1
12274,1
12278,1
12290,0
12302,0
12310,0
12319,1
12326,0
12346,1
12350,0
12371,1
12405,1
12406,1
12411,1
12416,0
12424,1
12426,1
12438,1
12440,1
12442,0
12452,0
12455,1
12477,0
12478,1
12494,0
12497,1
12531,1
12537,1
12547,0
12563,1
12569,0
12590,1
12592,1
12605,1
12615,0
12648,1
12664,1
12693,1
12696,0
12700,0
12703,1
12704,0
12711,1
12717,0
12742,0
12747,0
12751,1
12757,0
12763,1
12779,1
12784,0
12793,1
12815,0
12820,0
12826,1
12837,0
12863,1
12871,1
12872,1
12873,0
12874,0
12892,0
12895,0
12911,0
12932,1
12936,0
12952,1
12981,0
12989,1
12999,1
13000,0
13001,1
13005,1
13006,1
13036,0
13071,0
13074,0
13075,1
13086,0
13093,1
13099,0
13101,0
13102,1
13105,1
13113,0
13127,1
13128,0
13129,0
13138,0
13155,1
13159,0
13162,0
13164,1
13195,0
13199,0
13201,0
13206,0
13219,0
13230,0
13246,1
13247,1
13265,1
13268,0
13270,0
13274,0
13275,0
13281,0
13285,1
13287,1
13294,0
13328,1
13344,1
13351,0
13375,0
13377,1
13400,1
13419,1
13423,1
13438,1
13450,1
13459,0
13466,0
13471,0
13474,0
13487,1
13491,1
13497,0
13516,0
13525,0
13534,1
13537,0
13543,1
13587,0
13593,1
13626,0
13633,1
13637,0
13644,0
13651,0
13655,1
13666,0
13689,0
13706,1
13709,1
13720,1
13727,1
13732,0
13742,1
13745,1
13769,0
13778,0
13783,0
13786,1
13790,1
13806,1
13807,1
13808,1
13839,0
13845,1
13872,0
13874,0
13879,1
13882,0
13883,1
13885,1
13897,1
13913,0
13918,0
13928,1
13929,1
13934,0
13937,0
13953,1
13980,1
13984,1
13989,1
13994,0
13997,0
14005,1
14028,0
14035,0
14051,1
14065,0
14066,0
14072,0
14093,1
14109,1
14111,0
14120,0
14129,0
14131,0
14159,1
14161,0
14183,0
14185,0
14193,0
14219,0
14226,0
14231,0
14248,1
14262,1
14299,0
14308,1
14317,1
14327,1
14330,0
14349,1
14358,0
14359,1
14367,1
14371,1
14389,1
14390,1
14413,0
14414,0
14431,1
14434,1
14436,0
14470,1
14477,1
14502,0
14515,1
14521,0
14525,1
14529,0
14534,1
14565,0
14575,0
14577,1
14581,1
14626,0
14642,1
14656,0
14658,1
14662,0
14664,0
14676,1
14682,0
14699,0
14700,0
14720,0
14725,0
14727,1
14729,1
14765,0
14782,1
14796,0
14798,1
14799,1
14812,0
14827,1
14830,1
14852,0
14859,0
14861,1
14891,0
14895,1
14935,0
14952,0
14962,1
14965,0
14985,0
14987,0
15021,1
15027,0
15028,0
15034,0
15037,1
15039,1
15069,0
15092,0
15096,0
15106,0
15117,0
15124,1
15129,0
15133,0
15140,0
15141,1
15143,1
15147,0
15155,0
15165,0
15181,0
15192,0
15202,1
15217,0
15228,0
15251,0
15253,1
15254,0
15258,0
15272,0
15280,1
15282,0
15302,0
15324,1
15329,0
15333,1
15334,0
15343,0
15352,0
15364,1
15376,0
15378,1
15389,1
15392,0
15393,0
15397,0
15416,0
15431,1
15438,1
15448,1
15449,1
15460,0
15474,0
15489,1
15508,1
15511,1
15530,1
15538,1
15544,0
15548,1
15567,1
15575,1
15576,0
15577,0
15582,1
15592,0
15602,1
15603,0
15605,1
15606,1
15623,1
15626,1
15629,1
15632,1
15640,1
15655,1
15665,0
15666,1
15672,1
15677,1
15685,1
15692,0
15693,0
15718,0
15731,1
15743,0
15753,0
15756,1
15764,0
15771,0
15774,0
15803,1
15817,0
15818,0
15823,1
15827,0
15830,1
15851,1
15861,1
15871,0
15872,1
15874,0
15901,1
15914,1
15916,0
15919,1
15938,1
15941,1
15946,1
15952,1
15953,1
15972,0
15977,0
15981,0
16000,1
16012,1
16014,0
16016,1
16017,1
16019,0
16025,0
16027,1
16033,0
16041,0
16042,0
16043,0
16082,1
16098,0
16121,0
16124,0
16138,1
16141,1
16144,1
16146,1
16149,1
16193,1
16195,0
16253,0
16264,1
16267,0
16275,1
16281,0
16285,0
16288,1
16295,0
16298,1
16325,1
16333,1
16341,0
16388,0
16391,1
16405,1
16406,1
16434,1
16436,0
16438,0
16475,1
16484,1
16513,1
16516,0
16517,0
16523,1
16525,1
16528,0
16545,0
16550,1
16553,1
16559,1
16584,0
16585,1
16589,1
16613,0
16621,0
16622,0
16629,0
16633,1
16636,1
16639,0
16646,1
16665,1
16668,1
16688,0
16692,1
16715,0
16725,1
16732,0
16762,0
16787,0
16804,1
16806,0
16824,1
16839,0
16843,0
16852,1
16860,0
16865,1
16874,0
16876,0
16887,0
16896,0
16900,1
16915,1
16919,0
16927,0
16931,1
16935,1
16939,1
16944,1
16947,0
16948,0
16950,0
16954,1
16964,0
16967,1
16968,0
16981,0
17008,1
17012,0
17027,1
17038,1
17061,1
17063,0
17072,1
17077,1
17113,0
17132,0
17139,0
17142,0
17148,1
17150,0
17151,1
17163,0
17164,1
17175,0
17185,0
17186,1
17189,0
17193,0
17194,0
17197,0
17216,1
17223,0
17253,0
17254,1
17255,1
17260,1
17283,1
17297,1
17298,1
17301,0
17303,0
17307,1
17310,1
17322,0
17332,1
17344,1
17345,0
17356,0
17367,0
17387,1
17391,1
17415,0
17420,1
17425,0
17426,0
17440,1
17448,0
17453,0
17460,1
17486,0
17490,0
17494,1
17507,0
17539,1
17560,1
17568,0
17587,0
17594,1
17603,0
17604,0
17606,0
17615,1
17624,0
17627,0
17628,1
17636,0
17639,1
17640,1
17670,0
17678,1
17679,1
17680,1
17690,0
17693,0
17695,1
17708,1
17712,0
17725,1
17729,0
17732,0
17740,1
17742,0
17749,1
17754,1
17758,0
17776,1
17781,1
17794,0
17800,0
17802,1
17810,0
17819,0
17832,0
17833,0
17849,0
17859,1
17860,1
17862,1
17865,1
17868,0
17878,0
17892,0
17904,1
17910,1
17927,1
17931,0
17935,0
17940,1
17959,0
17967,1
17977,1
17981,1
17987,0
18019,1
18036,1
18051,0
18057,0
18061,0
18069,0
18088,1
18101,1
18113,0
18126,1
18128,1
18132,1
18153,0
18158,1
18163,0
18167,1
18169,0
18209,1
18214,0
18222,0
18239,1
18241,0
18251,1
18258,1
18277,0
18278,1
18293,1
18308,0
18322,0
18331,1
18335,0
18344,0
18352,1
18355,1
18379,1
18380,0
18402,0
18403,0
18407,0
18408,0
18425,1
18426,0
18430,1
18434,0
18446,0
18452,1
18456,0
18462,0
18471,0
18472,0
18474,0
18482,0
18500,1
18507,0
18510,0
18520,0
18536,0
18547,1
18551,1
18575,1
18576,1
18630,0
18637,0
18659,1
18672,0
18675,0
18681,0
18682,0
18683,1
18686,0
18697,1
18706,1
18716,0
18719,1
18722,0
18724,1
18737,0
18745,0
18764,0
18766,0
18788,0
18793,1
18794,0
18802,0
18819,1
18847,0
18858,0
18871,0
18878,0
18881,0
18907,0
18908,1
18930,0
18932,1
18948,1
18953,1
18962,0
18975,1
18978,0
18982,1
18989,0
18993,0
18996,1
19005,0
19008,1
19033,1
19043,0
19103,1
19163,0
19181,1
19198,0
19203,1
19213,0
19220,1
19221,0
19231,1
19239,0
19248,0
19251,0
19265,1
19268,1
19270,1
19288,1
19302,1
19318,0
19326,0
19328,1
19340,0
19355,0
19357,1
19370,1
19374,1
19380,0
19386,0
19395,0
19400,0
19402,0
19412,1
19417,1
19428,0
19431,1
19432,0
19435,0
19455,1
19482,0
19484,0
19487,0
19496,1
19523,1
19526,1
19527,0
19531,0
19532,1
19538,1
19539,1
19543,1
19556,1
19561,0
19563,1
19597,1
19598,1
19613,0
19614,1
19628,0
19629,0
19645,1
19649,0
19657,1
19665,1
19671,1
19675,0
19683,1
19684,0
19689,0
19697,1
19706,0
19721,0
19726,0
19727,0
19762,0
19766,1
19797,1
19803,0
19838,1
19840,1
19841,1
19842,1
19848,1
19854,1
19856,1
19865,1
19886,0
19901,0
19908,0
19924,1
19937,1
19941,0
19948,1
19950,1
19957,1
19958,1
19959,0
19963,0
19971,0
20002,0
20022,1
20023,0
20030,1
20036,0
20037,0
20047,1
20074,0
20075,1
20106,1
20112,0
20122,0
20125,1
20140,0
20142,1
20144,1
20163,0
20166,1
20185,0
20199,1
20200,0
20218,1
20221,1
20232,0
20236,0
20251,0
20255,0
20260,0
20261,1
20267,1
20272,0
20278,0
20287,1
20288,0
20310,1
20312,0
20319,0
20327,0
20333,0
20334,1
20344,1
20345,0
20354,0
20361,1
20368,1
20372,0
20384,0
20399,1
20402,1
20427,1
20436,0
20437,1
20444,0
20447,0
20449,0
20454,1
20457,1
20464,1
20466,1
20471,0
20480,0
20482,1
20484,0
20495,0
20509,1
20523,1
20533,1
20536,1
20545,0
20551,0
20566,1
20568,0
20569,0
20583,1
20584,0
20594,1
20595,1
20600,0
20604,0
20610,0
20614,0
20617,0
20642,0
20644,0
20646,1
20649,1
20655,0
20658,1
20661,0
20668,0
20674,1
20682,0
20716,0
20727,0
20729,1
20733,1
20739,0
20745,0
20752,1
20754,0
20756,0
20767,0
20772,0
20773,0
20781,0
20782,0
20785,1
20790,0
20799,0
20801,1
20807,1
20810,0
20814,0
20823,1
20827,1
20831,0
20836,1
20840,0
20847,0
20849,1
20851,1
20868,0
20876,0
20880,1
20881,0
20891,1
20903,0
20905,0
20914,0
20919,1
20922,0
20929,0
20943,0
20946,0
20960,1
20961,0
20965,1
20967,0
20976,1
20979,1
20991,1
20996,0
21007,0
21014,1
21022,0
21024,0
21035,0
21036,0
21038,0
21041,0
21045,1
21054,1
21056,1
21078,1
21083,1
21087,0
21090,0
21095,0
21096,0
21098,0
21116,1
21124,1
21136,0
21140,1
21141,0
21142,0
21149,1
21156,0
21168,1
21172,0
21184,0
21187,0
21192,1
21195,1
21204,0
21211,0
21245,0
21271,0
21278,0
21304,1
21322,0
21337,1
21339,0
21342,1
21355,1
21356,0
21363,0
21364,1
21365,0
21366,1
21375,0
21376,1
21378,1
21408,1
21422,0
21424,0
21427,1
21440,0
21449,0
21450,1
21453,1
21460,0
21482,1
21490,1
21492,0
21495,0
21503,0
21509,0
21535,0
21542,0
21553,0
21556,1
21573,0
21583,0
21585,0
21593,1
21601,0
21616,1
21624,1
21627,0
21628,0
21631,1
21645,1
21656,0
21658,1
21665,1
21682,0
21685,1
21688,0
21689,0
21694,0
21695,0
21696,0
21700,1
21701,1
21702,1
21703,1
21721,1
21728,0
21729,1
21759,1
21760,1
21762,0
21768,0
21790,0
21794,0
21796,1
21810,0
21817,1
21824,1
21826,1
21827,1
21829,0
21840,1
21844,1
21851,1
21853,0
21856,1
21862,1
21863,0
21876,0
21888,0
21889,0
21893,0
21898,0
21900,1
21901,0
21902,0
21908,1
21916,1
21920,0
21924,1
21926,1
21927,1
21928,1
21935,0
21937,1
21949,0
21954,1
21955,1
21963,0
21966,0
21973,0
21985,0
21996,1
22003,1
22015,1
22023,0
22032,1
22034,1
22050,1
22054,0
22065,0
22070,0
22075,1
22077,0
22086,1
22087,0
22108,1
22109,1
22117,1
22125,1
22136,0
22145,0
22147,0
22150,1
22156,0
22157,0
22160,0
22165,1
22168,0
22171,1
22174,1
22186,0
22190,0
22194,0
22195,1
22203,0
22212,1
22219,1
22221,0
22224,1
22231,1
22233,0
22235,1
22238,1
22246,1
22247,0
22254,1
22255,0
22271,0
22275,1
22287,1
22288,0
22290,1
22292,0
22300,1
22304,0
22315,1
22319,1
22321,1
22330,1
22335,0
22345,0
22352,0
22354,0
22367,1
22368,1
22373,0
22377,0
22380,0
22385,1
22386,0
22390,1
22392,0
22393,1
22397,0
22399,1
22414,0
22419,0
22420,0
22424,0
22458,1
22460,0
22462,0
22464,0
22467,0
22469,1
22472,1
22476,0
22478,1
22480,0
22491,1
22495,0
22497,0
22500,0
22501,1
22504,0
22505,1
22521,0
22538,1
22542,1
22543,0
22557,0
22558,1
22568,0
22569,0
22572,0
22590,1
22593,0
22594,1
22595,0
22603,1
22608,0
22613,1
22621,0
22622,0
22629,1
22638,1
22639,0
22640,1
22642,0
22654,1
22658,1
22660,0
22663,1
22674,0
22679,0
22683,1
22692,0
22693,1
22700,0
22703,1
22709,0
22710,0
22716,0
22723,0
22724,0
22733,0
22745,0
22751,0
22755,1
22760,1
22762,0
22775,1
22776,0
22781,1
22795,1
22805,0
22813,1
22817,0
22819,1
22822,0
22826,0
22829,1
22830,0
22832,0
22836,1
22842,0
22844,1
22846,1
22852,0
22855,1
22856,1
22860,1
22865,0
22866,0
22871,0
22880,1
22884,0
22887,1
22893,0
22901,1
22903,1
22910,1
22912,0
22913,0
22925,0
22929,0
22936,0
22941,0
22947,0
22948,0
22951,1
22952,0
22974,1
22975,1
22976,1
22977,0
22986,1
22987,1
22990,1
23003,0
23016,1
23018,1
23029,0
23033,0
23035,0
23038,1
23039,0
23045,0
23054,1
23062,1
23063,0
23072,1
23076,1
23079,0
23081,0
23095,1
23096,0
23100,1
23103,0
23105,0
23109,0
23112,1
23122,0
23124,0
23128,1
23132,0
23135,1
23136,0
23140,0
23151,0
23157,0
23165,1
23167,0
23168,1
23176,1
23189,1
23199,0
23200,1
23202,0
23205,0
23216,1
23220,1
23223,0
23225,0
23227,1
23230,1
23236,0
23241,0
23242,0
23244,1
23265,0
23269,0
23273,1
23277,0
23299,1
23308,0
23310,0
23311,0
23314,0
23316,0
23318,0
23319,0
23325,1
23335,0
23346,1
23355,0
23357,1
23364,0
23377,1
23379,0
23381,0
23391,0
23405,0
23426,1
23427,0
23433,0
23442,1
23452,0
23453,0
23457,0
23462,1
23468,1
23473,1
23477,0
23485,0
23494,1
23498,1
23500,0
23504,0
23505,1
23508,0
23509,1
23511,0
23513,0
23514,0
23522,0
23524,1
23534,1
23537,0
23544,0
23545,0
23550,1
23561,0
23563,1
23566,0
23569,1
23570,0
23574,1
23579,1
23580,1
23581,1
23582,1
23583,1
23587,1
23596,1
23597,1
23598,1
23607,0
23615,0
23616,1
23619,1
23622,1
23626,1
23635,1
23639,0
23641,1
23654,0
23655,1
23659,0
23661,0
23664,0
23673,0
23681,0
23684,1
23688,1
23689,1
23690,0
23692,0
23693,0
23700,1
23703,1
23704,1
23705,1
23706,1
23712,0
23719,0
23729,1
23731,0
23734,1
23737,1
23748,0
23750,0
23751,1
23753,1
23755,0
23763,0
23764,1
23765,0
23768,0
23775,0
23793,0
23796,1
23800,0
23818,0
23826,1
23835,0
23836,1
23841,1
23846,0
23852,0
23864,0
23876,0
23878,0
23883,0
23884,0
23889,0
23891,0
23896,0
23902,0
23904,0
23906,0
23912,0
23916,0
23921,0
23927,1
23941,1
23948,0
23949,1
23952,1
23957,1
23959,0
23961,1
23963,0
23970,0
23973,1
23975,1
23986,0
23993,0
24012,0
24022,0
24024,1
24036,1
24038,1
24042,1
24048,1
24058,0
24059,0
24066,0
24073,1
24076,0
24079,0
24093,0
24094,0
24095,0
24098,1
24101,0
24117,0
24120,1
24122,0
24139,0
24148,0
24154,1
24157,0
24158,0
24159,0
24160,1
24163,0
24168,1
24169,0
24175,0
24176,1
24177,1
24179,1
24185,0
24186,0
24187,0
24189,1
24193,1
24201,0
24203,0
24205,0
24207,0
24214,0
24216,0
24222,1
24224,1
24226,0
24227,1
24237,0
24240,0
24244,1
24271,1
24278,1
24281,1
24288,0
24291,0
24295,1
24301,0
24309,0
24317,0
24318,0
24328,1
24332,1
24334,0
24337,0
24342,1
24347,1
24353,0
24354,0
24357,0
24368,1
24372,0
24379,1
24380,0
24383,0
24391,0
24392,0
24398,0
24402,0
24405,1
24407,0
24408,0
24410,1
24411,0
24414,1
24418,1
24428,0
24439,1
24443,1
24456,0
24468,1
24470,1
24478,1
24480,0
24482,1
24485,1
24489,1
24490,0
24492,0
24502,0
24503,0
24506,0
24509,1
24513,1
24514,0
24517,1
24520,1
24522,1
24537,0
24540,0
24542,0
24551,1
24552,0
24557,0
24567,0
24570,1
24581,0
24584,1
24593,0
24610,0
24616,0
24622,0
24635,1
24636,1
24639,0
24641,1
24650,1
24655,1
24656,0
24658,0
24659,0
24661,0
24665,1
24672,0
24673,1
24677,1
24679,0
24682,0
24684,0
24693,0
24696,1
24697,1
24700,0
24702,1
24707,0
24718,0
24724,0
24729,1
24746,1
24749,0
24751,0
24756,0
24764,0
24767,0
24775,1
24776,0
24777,0
24785,1
24786,0
24789,1
24797,0
24798,1
24813,1
24814,0
24821,1
24831,0
24832,0
24837,0
24839,1
24846,0
24851,1
24852,1
24856,1
24861,0
24872,1
24874,0
24878,1
24880,0
24884,1
24886,0
24891,1
24894,0
24895,0
24898,1
24902,1
24906,1
24907,0
24910,0
24913,0
24917,1
24919,0
24922,0
24926,0
24932,1
24934,1
24937,0
24947,0
24962,0
24964,1
24965,0
24966,0
24979,1
24981,0
24982,1
24985,0
24986,1
24987,1
24988,1
24989,0
24990,1
24995,1
25000,0
25002,0
25003,0
25009,1
25025,0
25028,0
25031,0
25039,1
25041,0
25044,0
25048,0
25053,1
25055,0
25062,0
25063,1
25067,1
25070,0
25077,1
25080,0
25083,0
25097,0
25098,1
25099,0
25102,0
25104,0
25113,1
25116,1
25120,0
25129,1
25131,0
25135,0
25137,1
25139,0
25149,0
25150,0
25154,1
25155,1
25156,1
25168,1
25183,0
25190,0
25193,1
25197,1
25201,0
25204,1
25209,0
25212,1
25214,0
25215,0
25216,1
25220,1
25227,0
25236,1
25245,0
25251,0
25259,0
25262,0
25265,0
25268,0
25270,1
25280,1
25288,0
25291,0
25294,1
25300,1
25306,0
25312,0
25321,1
25322,1
25328,1
25338,1
25348,0
25350,0
25351,0
25352,0
25355,1
25362,0
25377,0
25387,1
25391,1
25397,1
25399,1
25403,1
25408,0
25419,1
25426,1
25435,1
25437,1
25448,0
25449,0
25455,0
25459,0
25462,1
25463,1
25464,1
25468,0
25482,0
25493,1
25494,1
25499,1
25504,0
25527,1
25537,0
25540,1
25556,1
25557,0
25558,0
25566,1
25574,1
25575,0
25576,0
25577,0
25587,0
25590,0
25592,0
25602,0
25617,0
25618,0
25623,0
25626,1
25629,1
25630,0
25633,1
25637,1
25641,0
25645,0
25646,1
25653,0
25657,0
25670,0
25671,0
25678,0
25684,1
25686,0
25687,0
25688,1
25689,1
25695,0
25696,1
25697,1
25698,1
25701,1
25711,0
25713,0
25724,0
25728,1
25729,0
25737,1
25738,1
25739,1
25740,1
25743,1
25748,0
25751,0
25755,1
25756,0
25758,0
25769,0
25778,0
25782,1
25783,0
25794,0
25799,0
25804,0
25806,0
25834,0
25850,0
25854,1
25857,0
25860,1
25861,0
25862,0
25872,0
25876,0
25880,0
25885,0
25892,0
25893,0
25894,0
25896,1
25900,0
25906,0
25907,1
25915,0
25922,0
25925,0
25929,1
25940,0
25942,0
25949,1
25951,0
25952,1
25954,0
25958,1
25971,1
25972,0
25978,1
25979,0
25982,1
25984,0
26000,1
26003,1
26006,1
26013,1
26015,1
26018,1
26028,1
26032,0
26033,1
26043,0
26049,1
26052,1
26065,0
26067,0
26075,0
26082,1
26084,0
26086,1
26087,1
26094,1
26102,1
26108,0
26118,0
26124,1
26127,0
26129,0
26133,1
26141,0
26143,0
26149,1
26159,1
26161,0
26170,1
26183,0
26186,0
26187,1
26189,0
26194,0
26196,0
26200,1
26214,1
26224,1
26226,0
26227,1
26229,1
26245,1
26246,0
26248,1
26250,0
26253,1
26260,1
26264,0
26268,0
26275,0
26281,0
26290,0
26291,1
26302,0
26307,1
26313,0
26317,1
26325,0
26326,0
26327,0
26333,1
26334,0
26336,0
26343,0
26345,1
26349,0
26357,1
26361,0
26366,0
26372,1
26383,1
26384,0
26389,1
26394,0
26399,1
26404,0
26407,1
26417,0
26419,1
26423,1
26436,1
26439,1
26440,1
26449,0
26455,1
26462,0
26463,0
26470,0
26483,1
26491,1
26494,0
26501,1
26511,1
26512,0
26515,0
26521,0
26522,1
26524,0
26527,0
26532,0
26534,1
26539,0
26541,1
26545,1
26548,0
26552,0
26568,1
26569,0
26571,0
26574,1
26583,0
26592,0
26594,0
26595,0
26597,0
26602,1
26612,0
26616,0
26617,0
26618,0
26628,0
26642,1
26645,1
26647,1
26651,1
26656,1
26662,1
26664,0
26669,0
26670,1
26672,1
26676,1
26677,0
26685,0
26700,0
26709,0
26716,1
26719,0
26721,0
26724,0
26733,1
26735,1
26738,1
26747,0
26748,1
26750,1
26755,1
26756,1
26762,0
26764,0
26767,1
26771,1
26777,1
26782,1
26790,0
26792,1
26793,1
26799,0
26806,0
26810,1
26819,0
26832,0
26833,1
26834,0
26835,1
26852,0
26861,1
26871,1
26874,0
26878,0
26886,0
26892,0
26893,1
26903,1
26904,1
26907,1
26909,0
26910,0
