YEAR,TRUCK_ID,TOTAL_SALES_PER_YEAR
2021,240,10765707.0000
2021,242,23968236.0000
2021,244,5280619.0000
2021,245,8096245.7500
2021,246,11313161.0000
2021,248,11419001.0000
2021,249,15778838.0000
2021,250,17316414.0000
2021,252,26903335.0000
2021,254,23418524.0000
2021,256,10646546.5000
2021,257,24246831.0000
2021,259,21274542.0000
2021,260,8293876.2500
2021,262,18211144.0000
2021,263,17300973.0000
2021,264,21264472.0000
2021,265,4414395.0000
2021,267,27252603.0000
2021,269,15896174.0000
2021,270,21200000.0000
2021,271,10228413.0000
2021,272,17583015.0000
2021,275,31467187.7500
2021,277,8754976.0000
2021,278,16714827.0000
2021,279,20445278.0000
2021,281,5925896.0000
2021,283,18653032.0000
2021,284,22841769.0000
2021,285,20422467.0000
2021,287,5835010.0000
2021,290,15573842.7500
2021,291,10919576.0000
2021,292,4381541.0000
2021,293,16532814.0000
2021,294,20204734.0000
2021,296,23194096.0000
2021,297,25987647.0000
2021,299,30008560.0000
2021,300,20270716.0000
2021,302,12289813.0000
2021,303,21781930.0000
2021,304,21316580.0000
2021,305,32815809.2500
2021,306,2905260.0000
2021,308,23110809.0000
2021,309,21297299.0000
2021,310,4463712.0000
2021,313,19443661.0000
2021,314,31610895.0000
2021,316,10484470.0000
2021,318,21380163.0000
2021,321,2838757.0000
2021,322,17907188.0000
2021,324,20997384.0000
2021,325,17356258.0000
2021,327,26899034.0000
2021,330,20791186.0000
2021,333,11155839.0000
2021,335,16752812.0000
2021,336,5849706.0000
2021,339,10978728.0000
2021,341,12534554.0000
2021,343,7630894.0000
2021,344,16349436.0000
2021,345,10978265.0000
2021,346,2437433.5000
2021,347,21725878.0000
2021,350,29257351.2500
2021,353,20687213.0000
2021,354,4828666.0000
2021,355,15751284.0000
2021,357,24544826.0000
2021,358,17329418.0000
2021,359,28334114.0000
2021,361,6605360.5000
2021,363,13543338.0000
2021,365,20353616.5000
2021,368,14335727.0000
2021,370,10981324.0000
2021,372,17019244.0000
2021,373,3088838.0000
2021,376,3729961.5000
2021,377,8489063.0000
2021,378,3911739.5000
2021,380,11433656.7500
2021,382,1605089.0000
2021,385,6145667.0000
2021,386,8478682.0000
2021,387,9618870.0000
2021,389,11123254.0000
2021,392,21457018.0000
2021,393,4814737.5000
2021,394,18659027.0000
2021,396,10164369.0000
2021,397,12170454.0000
2021,399,18617088.0000
2021,401,21449315.0000
2021,402,18156847.0000
2021,403,17099040.0000
2021,404,7048834.0000
2021,406,6330265.0000
2021,408,12931407.0000
2021,409,12517921.0000
2021,410,19360285.2500
2021,411,1698262.0000
2021,413,13727389.0000
2021,414,12503599.0000
2021,415,10386621.0000
2021,417,16173629.0000
2021,418,5763930.0000
2021,419,18743943.0000
2021,421,3278694.0000
2021,424,8598928.0000
2021,426,2328082.0000
2021,427,7348935.0000
2021,428,7048446.0000
2021,430,7161150.0000
2021,431,9863876.0000
2021,432,11095423.0000
2021,433,5953406.0000
2021,434,12759222.0000
2021,436,10085298.5000
2021,438,20552883.5000
2021,439,20180978.0000
2021,443,21884262.0000
2021,445,16612990.0000
2021,446,22960227.0000
2021,447,25950429.0000
2021,448,18365595.0000
2021,450,20213917.0000
2022,1,343388.5000
2022,2,778712.0000
2022,3,702955.0000
2022,4,696243.0000
2022,5,767566.2500
2022,6,373085.0000
2022,7,585846.0000
2022,8,525795.0000
2022,9,685650.0000
2022,10,567727.0000
2022,11,797841.0000
2022,12,887567.0000
2022,13,627123.0000
2022,14,1017037.0000
2022,15,691931.0000
2022,16,1707153.5000
2022,17,5447343.0000
2022,18,4814766.0000
2022,19,4763750.0000
2022,20,7299141.7500
2022,21,2571172.0000
2022,22,4070573.0000
2022,23,5200613.0000
2022,24,4737587.0000
2022,25,3932153.0000
2022,26,5422419.0000
2022,27,6136816.0000
2022,28,4374470.0000
2022,29,7072957.0000
2022,30,4736361.0000
2022,31,2398429.5000
2022,32,5429963.0000
2022,33,4920158.5000
2022,34,4799388.0000
2022,35,7336622.2500
2022,36,2591144.0000
2022,37,4115735.0000
2022,38,2256385.0000
2022,39,4781567.0000
2022,40,3964397.0000
2022,41,5524616.0000
2022,42,6183303.0000
2022,43,4414435.0000
2022,44,7155018.0000
2022,45,4787500.0000
2022,46,2190269.0000
2022,47,4977504.0000
2022,48,4478846.5000
2022,49,4412929.0000
2022,50,6778331.7500
2022,51,2386633.0000
2022,52,3770710.0000
2022,53,4740188.0000
2022,54,3176621.0000
2022,55,3602891.0000
2022,56,3621908.0000
2022,57,5629528.0000
2022,58,4035870.0000
2022,59,4763806.0000
2022,60,4402782.0000
2022,61,8787704.5000
2022,62,20125521.0000
2022,63,12740123.5000
2022,64,17490036.0000
2022,65,27002775.0000
2022,66,6753610.0000
2022,67,14989167.0000
2022,68,19069084.0000
2022,69,17516246.0000
2022,70,14512685.0000
2022,71,20063083.0000
2022,72,16106866.0000
2022,73,16076214.0000
2022,74,26093175.0000
2022,75,17558903.0000
2022,76,7296404.0000
2022,77,16752392.0000
2022,78,14899299.0000
2022,79,14527662.0000
2022,80,22421301.5000
2022,81,7928501.0000
2022,82,8890028.0000
2022,83,15800783.0000
2022,84,14574461.0000
2022,85,12122365.0000
2022,86,11917590.0000
2022,87,18793249.0000
2022,88,13352424.0000
2022,89,21715767.0000
2022,90,14630503.0000
2022,91,2184802.5000
2022,92,5004367.0000
2022,93,4415930.5000
2022,94,4365332.0000
2022,95,4700229.7500
2022,96,2354698.0000
2022,97,3704555.0000
2022,98,4706311.0000
2022,99,4323083.0000
2022,100,3597199.0000
2022,101,4995218.0000
2022,102,5543428.0000
2022,103,3949293.0000
2022,104,6505036.0000
2022,105,4363883.0000
2022,106,5488639.0000
2022,107,12530695.0000
2022,108,11180232.5000
2022,109,10993397.0000
2022,110,16851228.5000
2022,111,5876978.0000
2022,112,9355904.0000
2022,113,11922560.0000
2022,114,7860325.0000
2022,115,9146128.0000
2022,116,12501243.0000
2022,117,14005738.0000
2022,118,7208708.0000
2022,119,16303816.0000
2022,120,10928175.0000
2022,121,6285686.5000
2022,122,20293919.0000
2022,123,18103416.5000
2022,124,17797150.0000
2022,125,27327283.7500
2022,126,9596095.0000
2022,127,15204021.0000
2022,128,19216137.0000
2022,129,17767013.0000
2022,130,10350933.0000
2022,131,20333800.0000
2022,132,22766764.0000
2022,133,16184694.0000
2022,134,18572187.0000
2022,135,17702097.0000
2022,136,1229918.0000
2022,137,4016293.0000
2022,138,3548437.0000
2022,139,3490172.0000
2022,140,5432485.5000
2022,141,189979.0000
2022,142,2985318.0000
2022,143,3794739.0000
2022,144,3485391.0000
2022,145,2912937.0000
2022,146,3988596.0000
2022,147,1793068.0000
2022,148,3202756.0000
2022,149,5201612.0000
2022,150,3514817.0000
2022,151,6548870.0000
2022,152,15106816.0000
2022,153,9527609.0000
2022,154,13239713.0000
2022,155,20187956.5000
2022,156,7105990.0000
2022,157,11279452.0000
2022,158,5862439.0000
2022,159,13182598.0000
2022,160,10880345.0000
2022,161,15083029.0000
2022,162,16881737.0000
2022,163,11988141.0000
2022,164,19543308.0000
2022,165,13217630.0000
2022,166,1095565.0000
2022,167,2517780.0000
2022,168,2244336.0000
2022,169,2214287.0000
2022,170,3387520.2500
2022,171,1192452.0000
2022,172,1880805.0000
2022,173,2378909.0000
2022,174,2216908.0000
2022,175,1266963.0000
2022,176,2526514.0000
2022,177,2830815.0000
2022,178,786870.0000
2022,179,3317337.0000
2022,180,2207522.0000
2022,181,4177553.0000
2022,182,13395389.0000
2022,183,11867177.0000
2022,184,11665890.0000
2022,185,17923367.2500
2022,186,6289999.0000
2022,187,9918237.0000
2022,188,12652883.0000
2022,189,11613366.0000
2022,190,9672733.0000
2022,191,13401591.0000
2022,192,10723406.0000
2022,193,10618267.0000
2022,194,17323277.0000
2022,195,11552554.0000
2022,196,2597514.5000
2022,197,4272320.0000
2022,198,5356358.5000
2022,199,5183848.0000
2022,200,8025933.0000
2022,201,2821683.0000
2022,202,4472259.0000
2022,203,5674489.0000
2022,204,2158159.0000
2022,205,4278296.0000
2022,206,4297388.0000
2022,207,6602751.0000
2022,208,4722996.0000
2022,209,7714281.0000
2022,210,5187530.0000
2022,211,6296080.0000
2022,212,20370313.0000
2022,213,18188955.0000
2022,214,7226776.0000
2022,215,27447636.7500
2022,216,9636336.0000
2022,217,15233832.0000
2022,218,19403663.0000
2022,219,17828837.0000
2022,220,10350304.0000
2022,221,20330299.0000
2022,222,22877262.0000
2022,223,16272753.0000
2022,224,26462815.0000
2022,225,7229879.0000
2022,226,6305172.5000
2022,227,20367263.0000
2022,228,18154666.5000
2022,229,17837708.0000
2022,230,27585407.7500
2022,231,9626534.0000
2022,232,15286708.0000
2022,233,19398134.0000
2022,234,17900737.0000
2022,235,10385131.0000
2022,236,20466381.0000
2022,237,22934714.0000
2022,238,16303801.0000
2022,239,26572909.0000
2022,240,17854731.0000
2022,241,8924709.0000
2022,242,20358835.0000
2022,243,18224697.0000
2022,244,17803054.0000
2022,245,27444684.7500
2022,246,9662770.0000
2022,247,15273952.0000
2022,248,19293886.0000
2022,249,17785872.0000
2022,250,14775432.0000
2022,251,20326512.0000
2022,252,22991159.0000
2022,253,16247747.0000
2022,254,26451625.0000
2022,255,12545770.0000
2022,256,8919878.5000
2022,257,20279850.0000
2022,258,18128269.0000
2022,259,17709950.0000
2022,260,27379694.5000
2022,261,9601109.0000
2022,262,15158788.0000
2022,263,19280194.0000
2022,264,17776199.0000
2022,265,14720101.0000
2022,266,20258021.0000
2022,267,22866237.0000
2022,268,11370404.0000
2022,269,26406564.0000
2022,270,17813082.0000
2022,271,8572629.5000
2022,272,19523385.0000
2022,273,12312974.5000
2022,274,17069217.0000
2022,275,26297771.7500
2022,276,9270638.0000
2022,277,14674575.0000
2022,278,18609071.0000
2022,279,17040206.0000
2022,280,10041279.0000
2022,281,19500823.0000
2022,282,22025607.0000
2022,283,15582597.0000
2022,284,25464945.0000
2022,285,17058418.0000
2022,286,6024266.5000
2022,287,19452582.0000
2022,288,17319952.5000
2022,289,12019239.0000
2022,290,26115768.5000
2022,291,9202860.0000
2022,292,14505037.0000
2022,293,18411612.0000
2022,294,16981643.0000
2022,295,14072026.0000
2022,296,19338289.0000
2022,297,21864987.0000
2022,298,10915190.0000
2022,299,25223356.0000
2022,300,16981502.0000
2022,301,8942994.5000
2022,302,20340861.0000
2022,303,18197239.5000
2022,304,17839542.0000
2022,305,27335013.5000
2022,306,9636099.0000
2022,307,15213475.0000
2022,308,19379248.0000
2022,309,17816059.0000
2022,310,14727323.0000
2022,311,8273792.0000
2022,312,16167348.0000
2022,313,16283300.0000
2022,314,26524165.0000
2022,315,17800185.0000
2022,316,8785436.0000
2022,317,20024241.0000
2022,318,17884421.5000
2022,319,17497899.0000
2022,320,18962955.7500
2022,321,9475051.0000
2022,322,14975840.0000
2022,323,13363691.0000
2022,324,17494123.0000
2022,325,14523974.0000
2022,326,8127666.0000
2022,327,22563079.0000
2022,328,11325584.0000
2022,329,26027208.0000
2022,330,17495125.0000
2022,331,4775022.0000
2022,332,7664411.0000
2022,333,9711436.0000
2022,334,6797786.0000
2022,335,14613149.0000
2022,336,5144823.0000
2022,337,5809951.0000
2022,338,7259464.0000
2022,339,9571264.0000
2022,340,7829881.0000
2022,341,10912188.0000
2022,342,12182676.0000
2022,343,8710355.0000
2022,344,14163826.0000
2022,345,9540310.0000
2022,346,7990262.0000
2022,347,18254464.0000
2022,348,11626352.5000
2022,349,6595760.0000
2022,350,24635544.2500
2022,351,8607755.0000
2022,352,9778127.0000
2022,353,17315588.0000
2022,354,15977223.0000
2022,355,13233993.0000
2022,356,13059801.0000
2022,357,20611967.0000
2022,358,14604033.0000
2022,359,23688003.0000
2022,360,16052580.0000
2022,361,5630724.5000
2022,362,12875081.0000
2022,363,11539447.5000
2022,364,11280420.0000
2022,365,17352139.2500
2022,366,4416289.0000
2022,367,9675520.0000
2022,368,12284215.0000
2022,369,11174996.0000
2022,370,9275729.0000
2022,371,9355902.0000
2022,372,14439743.0000
2022,373,10332856.0000
2022,374,1771389.0000
2022,375,11219255.0000
2022,376,3189403.0000
2022,377,7389783.0000
2022,378,6515853.5000
2022,379,6378552.0000
2022,380,9774891.7500
2022,381,3456047.0000
2022,382,5481621.0000
2022,383,6939234.0000
2022,384,4513095.0000
2022,385,5263380.0000
2022,386,7313547.0000
2022,387,8258268.0000
2022,388,2383354.0000
2022,389,9602456.0000
2022,390,4589156.0000
2022,391,7917648.5000
2022,392,18014267.0000
2022,393,16188930.5000
2022,394,15781294.0000
2022,395,9923106.0000
2022,396,8562303.0000
2022,397,13494997.0000
2022,398,17133665.0000
2022,399,15731375.0000
2022,400,13092451.0000
2022,401,18127027.0000
2022,402,20288666.0000
2022,403,14450382.0000
2022,404,23580335.0000
2022,405,15846352.0000
2022,406,5411314.0000
2022,407,8643113.0000
2022,408,10954055.0000
2022,409,10700503.0000
2022,410,16533495.0000
2022,411,5827425.0000
2022,412,9179192.0000
2022,413,11663750.0000
2022,414,10791304.0000
2022,415,8883810.0000
2022,416,12273089.0000
2022,417,13824972.0000
2022,418,9845025.0000
2022,419,15947292.0000
2022,420,10712539.0000
2022,421,3662602.0000
2022,422,8289343.0000
2022,423,7391094.0000
2022,424,7291370.0000
2022,425,11191223.7500
2022,426,3933987.0000
2022,427,6238532.0000
2022,428,7878731.0000
2022,429,7296044.0000
2022,430,6054751.0000
2022,431,8271265.0000
2022,432,9355004.0000
2022,433,6660851.0000
2022,434,10762206.0000
2022,435,7306131.0000
2022,436,8527807.0000
2022,437,19430717.0000
2022,438,17309151.0000
2022,439,17047386.0000
2022,440,26163054.2500
2022,441,9192623.0000
2022,442,14551318.0000
2022,443,18463254.0000
2022,444,11955625.0000
2022,445,14080997.0000
2022,446,19456184.0000
2022,447,21947864.0000
2022,448,15477627.0000
2022,449,17902244.0000
2022,450,16931135.0000
