CUSTOMER_ID,RECENCY,FREQUENCY,MONETARY,AVG_DAYS_BETWEEN_PURCHASE,MAX_DAYS_WITHOUT_PURCHASE,MIN_DAYS_WITHOUT_PURCHASE,GENDER,MARITAL_STATUS,CITY,CHILDREN_COUNT,AGE,LENGTH_OF_RELATIONSHIP,NUM_OF_LOCATIONS_VISITED,RELATIVE_PURCHASE_FREQUENCY,RELATIVE_PURCHASE_MONETARY
1004,13,41,1466.75,33,377,1,Male,Married,San Mateo,0,46,1304,40,0.031442,1.1248082822
1042,16,53,1909.5,21,88,1,Female,Married,San Mateo,1,80,1101,48,0.048138,1.7343324251
1059,0,41,1717.75,25,143,1,Male,Married,San Mateo,2,36,1006,39,0.040755,1.7075049702
1062,57,32,1505.75,31,130,1,Male,Undisclosed,San Mateo,Undisclosed,74,954,30,0.033543,1.5783542977
1092,46,30,1023.0,43,285,2,Male,Married,San Mateo,0,80,1251,29,0.023981,0.8177458034
1096,10,37,1388.5,37,212,3,Male,Single,San Mateo,0,33,1320,37,0.02803,1.0518939394
1099,5,41,1504.5,28,191,1,Female,Single,San Mateo,0,73,1117,38,0.036705,1.3469113697
1114,18,40,1201.0,33,240,1,Male,Married,San Mateo,1,32,1296,40,0.030864,0.9266975309
1130,2,51,1992.5,27,336,1,Female,Married,San Mateo,0,70,1335,47,0.038202,1.4925093633
1139,4,43,1718.0,30,183,1,Female,Divorced/Seperated,San Mateo,2,23,1250,41,0.0344,1.3744
1156,5,37,1573.5,26,142,1,Male,Married,San Mateo,0,39,941,35,0.03932,1.6721572795
1168,4,49,1920.5,24,102,1,Female,Undisclosed,San Mateo,Undisclosed,48,1150,44,0.042609,1.67
1202,24,32,1285.25,40,200,5,Male,Married,San Mateo,0,21,1243,32,0.025744,1.0339903459
1211,74,41,1619.0,30,304,1,Female,Single,San Mateo,0,70,1219,41,0.033634,1.3281378179
1216,9,38,1314.0,35,155,1,Undisclosed,Single,San Mateo,2,33,1280,37,0.029688,1.0265625
1217,11,42,1678.25,30,185,1,Female,Single,San Mateo,0,42,1249,39,0.033627,1.34367494
1226,25,43,1674.5,29,203,1,Male,Married,San Mateo,2,77,1211,41,0.035508,1.3827415359
1289,30,42,1372.25,30,197,1,Male,Single,San Mateo,0,38,1224,37,0.034314,1.121119281
1306,0,40,1563.0,30,252,1,Female,Single,San Mateo,0,80,1176,39,0.034014,1.3290816327
1313,47,45,1546.5,26,150,2,Female,Married,San Mateo,4,76,1158,45,0.03886,1.335492228
1356,16,49,2049.0,25,157,1,Female,Single,San Mateo,0,31,1209,46,0.040529,1.6947890819
1369,0,38,1237.0,35,293,1,Male,Divorced/Seperated,San Mateo,3,63,1298,36,0.029276,0.9530046225
1378,2,42,1147.25,33,283,1,Male,Single,San Mateo,0,70,1355,42,0.030996,0.8466789668
1403,24,38,1510.0,33,334,1,Female,Married,San Mateo,1,82,1222,37,0.031097,1.2356792144
1413,20,35,1214.0,38,325,2,Female,Single,San Mateo,0,40,1301,31,0.026902,0.9331283628
1415,5,36,1461.5,29,165,3,Male,Single,San Mateo,0,45,1011,35,0.035608,1.4455984174
1472,18,37,1226.0,20,73,1,Female,Undisclosed,San Mateo,Undisclosed,20,735,33,0.05034,1.6680272109
1482,12,49,1829.0,27,176,1,Female,Divorced/Seperated,San Mateo,3,69,1300,47,0.037692,1.4069230769
1494,19,28,1362.0,41,223,2,Male,Married,San Mateo,2,22,1103,28,0.025385,1.2348141432
1497,10,41,1462.5,30,147,1,Male,Undisclosed,San Mateo,Undisclosed,29,1194,40,0.034338,1.2248743719
1515,14,29,984.0,32,123,2,Undisclosed,Married,San Mateo,4,81,882,28,0.03288,1.1156462585
1523,24,39,1644.0,30,167,1,Female,Single,San Mateo,0,25,1142,37,0.034151,1.4395796848
1564,3,44,1362.0,32,291,2,Female,Married,San Mateo,3,16,1374,42,0.032023,0.9912663755
1590,0,47,1666.5,26,233,1,Female,Married,San Mateo,0,80,1199,41,0.039199,1.3899082569
1640,68,38,1388.0,35,216,1,Male,Single,San Mateo,0,41,1279,38,0.029711,1.0852228303
1659,4,40,1777.75,31,254,1,Undisclosed,Married,San Mateo,0,74,1227,37,0.0326,1.4488590057
1679,8,46,1680.5,30,524,1,Undisclosed,Divorced/Seperated,San Mateo,2,49,1369,43,0.033601,1.2275383492
1704,14,28,894.0,40,210,1,Female,Single,San Mateo,0,31,1092,27,0.025641,0.8186813187
1709,12,38,1473.5,32,197,2,Female,Married,San Mateo,0,23,1194,36,0.031826,1.2340871022
1711,10,36,1090.5,39,218,2,Male,Divorced/Seperated,San Mateo,0,71,1376,35,0.026163,0.7925145349
1756,4,27,1017.0,51,351,5,Male,Married,San Mateo,3,32,1317,27,0.020501,0.7722095672
1778,7,36,1465.75,37,257,1,Male,Single,San Mateo,0,41,1284,35,0.028037,1.1415498442
1788,2,35,1303.0,28,132,1,Female,Single,San Mateo,0,56,965,34,0.036269,1.3502590674
1804,6,46,1591.0,29,213,1,Male,Undisclosed,San Mateo,Undisclosed,31,1298,44,0.035439,1.2257318952
1811,0,32,1006.0,31,210,3,Male,Married,San Mateo,2,71,973,30,0.032888,1.0339157246
1819,12,40,1645.0,23,74,1,Female,Married,San Mateo,4,60,889,39,0.044994,1.8503937008
1854,20,38,1254.75,36,315,1,Male,Married,San Mateo,2,57,1314,38,0.028919,0.9549086758
1856,2,43,1833.25,31,144,2,Male,Single,San Mateo,0,39,1300,41,0.033077,1.4101923077
1857,7,46,1687.5,28,245,1,Male,Divorced/Seperated,San Mateo,3,63,1270,44,0.03622,1.3287401575
1874,42,43,1778.5,26,127,1,Male,Single,San Mateo,0,29,1078,40,0.039889,1.6498144712
1925,26,52,2035.5,22,123,1,Female,Single,San Mateo,0,49,1116,48,0.046595,1.8239247312
1929,4,46,1910.0,22,191,1,Female,Single,San Mateo,0,27,985,42,0.046701,1.9390862944
1962,14,38,1332.5,36,256,1,Female,Single,San Mateo,2,77,1335,36,0.028464,0.9981273408
1973,6,33,1008.25,37,183,2,Female,Married,San Mateo,2,34,1173,30,0.028133,0.8595481671
1986,13,41,1324.5,29,172,1,Undisclosed,Married,San Mateo,2,53,1169,36,0.035073,1.1330196749
2021,12,41,1377.5,33,114,1,Female,Divorced/Seperated,San Mateo,1,51,1323,41,0.03099,1.0411942555
2023,17,39,1436.0,31,237,1,Female,Divorced/Seperated,San Mateo,4,38,1175,38,0.033191,1.2221276596
2118,19,34,1094.0,36,295,2,Female,Single,San Mateo,0,74,1199,33,0.028357,0.9124270225
2122,3,43,1949.75,31,181,1,Female,Single,San Mateo,0,31,1301,40,0.033051,1.4986548809
2139,19,40,1460.5,28,121,1,Female,Single,San Mateo,2,75,1079,38,0.037071,1.3535681186
2164,54,36,1354.75,34,219,1,Female,Married,San Mateo,0,80,1204,33,0.0299,1.1252076412
2180,15,45,1536.5,26,185,1,Female,Divorced/Seperated,San Mateo,0,20,1143,41,0.03937,1.3442694663
2201,26,51,1661.25,26,118,1,Female,Undisclosed,San Mateo,Undisclosed,56,1307,48,0.039021,1.2710405509
2260,10,50,1770.0,28,324,1,Female,Single,San Mateo,0,58,1353,48,0.036955,1.3082039911
2295,12,42,1684.5,28,121,1,Male,Divorced/Seperated,San Mateo,2,82,1142,40,0.036778,1.4750437828
2337,17,42,1163.5,31,141,1,Female,Married,San Mateo,4,20,1251,41,0.033573,0.9300559552
2442,15,37,1268.0,30,260,1,Male,Married,San Mateo,2,72,1076,37,0.034387,1.1784386617
2548,11,38,1327.0,35,100,1,Male,Single,San Mateo,0,73,1306,38,0.029096,1.0160796325
2578,12,39,1273.75,33,404,1,Male,Single,San Mateo,1,58,1259,37,0.030977,1.0117156473
2603,8,31,1206.0,39,376,1,Female,Married,San Mateo,2,39,1163,30,0.026655,1.0369733448
2650,7,40,1755.0,29,288,2,Female,Divorced/Seperated,San Mateo,2,58,1120,36,0.035714,1.5669642857
2652,2,44,1553.25,26,214,1,Male,Single,San Mateo,0,29,1125,43,0.039111,1.3806666667
2653,13,38,1471.0,31,233,2,Male,Married,San Mateo,1,74,1153,35,0.032958,1.275802255
2655,44,47,1714.5,20,108,1,Male,Married,San Mateo,2,82,935,45,0.050267,1.8336898396
2698,0,39,1714.5,28,101,3,Female,Married,San Mateo,2,45,1057,39,0.036897,1.6220435194
2739,9,36,1493.5,38,182,1,Female,Undisclosed,San Mateo,Undisclosed,35,1316,33,0.027356,1.1348784195
2745,18,31,1077.75,32,277,3,Female,Single,San Mateo,0,52,971,30,0.031926,1.109938208
2746,0,40,1502.5,29,152,1,Male,Married,San Mateo,2,30,1148,38,0.034843,1.3087979094
2762,2,43,1610.5,24,184,1,Female,Divorced/Seperated,San Mateo,1,58,993,41,0.043303,1.6218529708
2771,0,41,1400.25,31,148,1,Female,Married,San Mateo,1,77,1249,39,0.032826,1.1210968775
2774,11,36,1698.75,36,375,1,Female,Single,San Mateo,0,59,1277,35,0.028191,1.330266249
2809,2,30,1276.5,25,181,1,Female,Married,San Mateo,1,57,733,28,0.040928,1.741473397
2816,11,35,1660.75,31,102,1,Female,Undisclosed,San Mateo,Undisclosed,52,1052,33,0.03327,1.5786596958
2843,49,39,1298.0,34,192,1,Male,Single,San Mateo,0,25,1283,39,0.030398,1.0116913484
2871,15,45,1476.25,28,178,1,Female,Single,San Mateo,0,65,1252,43,0.035942,1.1791134185
2878,11,41,1541.0,31,146,1,Female,Married,San Mateo,4,16,1240,39,0.033065,1.2427419355
2906,28,38,1349.0,35,182,1,Female,Single,San Mateo,0,56,1307,33,0.029074,1.0321346595
2939,54,36,1562.0,33,319,1,Male,Single,San Mateo,0,34,1166,35,0.030875,1.3396226415
2958,0,37,1548.0,31,237,3,Female,Single,San Mateo,0,19,1132,36,0.032686,1.3674911661
2975,16,34,1168.5,39,291,1,Male,Single,San Mateo,1,25,1276,33,0.026646,0.9157523511
2981,8,32,1211.0,37,241,1,Female,Married,San Mateo,2,19,1143,30,0.027997,1.0594925634
2995,3,38,1224.75,36,204,1,Male,Married,San Mateo,1,80,1349,34,0.028169,0.9078947368
3025,7,45,1295.0,30,150,1,Undisclosed,Married,San Mateo,0,58,1304,41,0.034509,0.9930981595
3040,7,35,1181.0,35,256,1,Male,Married,San Mateo,0,22,1181,32,0.029636,1.0
3060,7,44,1545.0,28,172,1,Undisclosed,Married,San Mateo,1,81,1192,40,0.036913,1.2961409396
3074,7,55,2364.0,24,371,1,Male,Married,San Mateo,2,65,1311,50,0.041953,1.8032036613
3086,25,39,1145.0,30,207,2,Male,Undisclosed,San Mateo,Undisclosed,45,1156,35,0.033737,0.9904844291
3091,0,41,1736.75,34,245,1,Female,Divorced/Seperated,San Mateo,1,72,1360,40,0.030147,1.2770220588
3095,4,43,1482.5,29,257,1,Female,Single,San Mateo,0,39,1210,41,0.035537,1.2252066116
3114,0,46,1998.0,26,244,1,Female,Single,San Mateo,0,43,1189,42,0.038688,1.6804037006
3115,13,38,1450.0,26,146,1,Female,Married,San Mateo,1,30,979,36,0.038815,1.4811031665
3123,38,37,1306.25,33,197,1,Male,Divorced/Seperated,San Mateo,1,69,1171,33,0.031597,1.115499573
3134,6,38,1276.5,37,208,1,Male,Undisclosed,San Mateo,Undisclosed,42,1380,35,0.027536,0.925
3136,26,46,1630.5,24,251,1,Undisclosed,Single,San Mateo,0,55,1088,44,0.042279,1.4986213235
3139,6,36,1289.0,24,64,4,Female,Divorced/Seperated,San Mateo,2,61,835,35,0.043114,1.5437125749
3154,4,37,1755.0,32,390,3,Male,Married,San Mateo,2,71,1152,34,0.032118,1.5234375
3182,61,30,1201.25,33,218,1,Female,Single,San Mateo,0,60,968,28,0.030992,1.2409607438
3187,14,35,1725.0,39,335,1,Male,Divorced/Seperated,San Mateo,4,78,1311,34,0.026697,1.3157894737
3189,7,34,1247.0,31,165,1,Male,Single,San Mateo,1,47,1032,32,0.032946,1.2083333333
3208,9,35,1223.5,38,266,1,Male,Single,San Mateo,0,20,1280,33,0.027344,0.955859375
3223,27,35,1030.75,26,89,1,Female,Single,San Mateo,0,27,889,33,0.03937,1.1594488189
3243,32,33,1342.0,39,215,2,Male,Single,San Mateo,0,75,1245,30,0.026506,1.0779116466
3325,2,37,1281.75,36,152,1,Female,Single,San Mateo,2,44,1289,37,0.028704,0.9943754849
3328,10,34,1092.25,41,248,1,Male,Married,San Mateo,3,52,1358,32,0.025037,0.8043078056
3348,4,42,1507.0,32,279,1,Female,Married,San Mateo,4,56,1299,35,0.032333,1.1601231717
3375,7,46,1438.25,29,283,1,Male,Undisclosed,San Mateo,Undisclosed,67,1323,44,0.034769,1.0871126228
3417,3,47,1820.5,26,182,1,Male,Single,San Mateo,1,66,1184,45,0.039696,1.5375844595
3519,17,34,1077.5,35,246,1,Female,Married,San Mateo,0,22,1156,31,0.029412,0.9320934256
3546,23,33,1154.5,30,143,1,Male,Single,San Mateo,0,58,969,32,0.034056,1.1914344685
3574,8,31,1057.25,34,185,1,Female,Married,San Mateo,0,26,1028,30,0.030156,1.0284533074
3587,2,41,1705.25,34,145,1,Male,Undisclosed,San Mateo,Undisclosed,64,1379,41,0.029732,1.2365844815
3590,11,31,988.0,33,150,1,Male,Married,San Mateo,0,60,998,27,0.031062,0.9899799599
3603,4,37,1080.0,37,257,2,Male,Divorced/Seperated,San Mateo,2,53,1349,35,0.027428,0.8005930319
3608,33,47,1494.75,29,247,1,Male,Divorced/Seperated,San Mateo,2,19,1318,45,0.03566,1.1341047041
3616,19,41,1595.75,29,240,1,Male,Single,San Mateo,0,52,1167,39,0.035133,1.36739503
3620,4,41,1511.75,34,204,1,Female,Married,San Mateo,0,47,1347,40,0.030438,1.1223088344
3630,5,33,1173.25,39,266,1,Female,Married,San Mateo,3,51,1239,31,0.026634,0.9469330105
3644,9,44,1360.5,26,275,1,Female,Single,San Mateo,1,40,1113,40,0.039533,1.2223719677
3648,58,42,1404.75,30,177,1,Female,Married,San Mateo,3,56,1243,37,0.033789,1.1301287208
3651,8,35,1292.5,31,244,1,Male,Married,San Mateo,3,29,1055,33,0.033175,1.2251184834
3667,15,31,1254.5,35,128,2,Female,Single,San Mateo,0,66,1053,29,0.02944,1.1913580247
3696,2,36,1205.0,39,295,1,Male,Married,San Mateo,4,41,1360,35,0.026471,0.8860294118
3713,14,42,1627.5,29,153,1,Female,Married,San Mateo,1,21,1178,40,0.035654,1.3815789474
3730,11,45,1643.0,28,152,1,Male,Single,San Mateo,0,40,1251,44,0.035971,1.3133493205
3751,9,37,1108.0,37,166,1,Female,Single,San Mateo,0,36,1339,36,0.027633,0.8274831964
3809,52,37,1313.5,29,160,1,Male,Single,San Mateo,0,44,1028,35,0.035992,1.2777237354
3820,2,41,1691.0,26,229,1,Undisclosed,Single,San Mateo,0,79,1050,40,0.039048,1.6104761905
3821,8,41,1117.0,32,230,2,Male,Married,San Mateo,1,29,1296,40,0.031636,0.861882716
3824,3,34,1387.0,35,181,1,Female,Undisclosed,San Mateo,Undisclosed,82,1147,33,0.029643,1.2092414996
3857,7,41,1940.0,29,133,1,Male,Married,San Mateo,2,57,1147,38,0.035745,1.6913687881
3876,17,42,1532.75,33,232,1,Female,Divorced/Seperated,San Mateo,2,34,1361,39,0.03086,1.126193975
3890,35,34,1010.0,37,172,1,Undisclosed,Married,San Mateo,1,62,1235,33,0.02753,0.8178137652
3898,11,44,1555.5,29,214,1,Female,Single,San Mateo,0,18,1255,41,0.03506,1.2394422311
3899,16,51,2459.0,22,111,1,Female,Single,San Mateo,0,80,1107,48,0.04607,2.2213188799
3902,43,45,1545.25,28,130,1,Female,Married,San Mateo,2,16,1213,43,0.037098,1.2739076669
3921,7,41,1600.0,24,114,1,Male,Single,San Mateo,0,46,974,38,0.042094,1.6427104723
3929,4,38,1368.25,32,257,1,Male,Single,San Mateo,2,29,1184,37,0.032095,1.1556165541
3955,17,36,1374.25,32,230,1,Male,Single,San Mateo,0,36,1130,33,0.031858,1.2161504425
3961,20,43,1310.5,31,275,1,Male,Single,San Mateo,0,17,1322,42,0.032526,0.991301059
3963,21,42,1596.5,31,174,1,Undisclosed,Single,San Mateo,0,65,1251,40,0.033573,1.2761790568
4021,17,36,1409.5,27,136,2,Undisclosed,Married,San Mateo,2,23,958,35,0.037578,1.4712943633
4037,35,38,1673.0,34,180,1,Undisclosed,Undisclosed,San Mateo,Undisclosed,60,1255,37,0.030279,1.3330677291
4038,23,38,1653.25,34,190,1,Female,Married,San Mateo,2,68,1266,38,0.030016,1.3058846761
4080,27,45,1494.5,30,152,2,Female,Single,San Mateo,0,27,1328,43,0.033886,1.125376506
4132,15,45,1735.75,26,170,1,Female,Single,San Mateo,0,49,1160,42,0.038793,1.4963362069
4140,12,30,1125.5,42,290,1,Female,Married,San Mateo,3,46,1210,29,0.024793,0.9301652893
4145,9,33,1165.0,28,170,2,Male,Married,San Mateo,1,23,905,32,0.036464,1.2872928177
4152,24,44,1620.0,31,481,1,Male,Married,San Mateo,4,32,1344,43,0.032738,1.2053571429
4182,10,42,1279.0,30,211,1,Female,Married,San Mateo,1,70,1248,42,0.033654,1.0248397436
4184,7,47,1854.5,29,199,1,Male,Married,San Mateo,0,54,1341,45,0.035048,1.3829231916
4193,11,45,1738.25,31,415,1,Female,Married,San Mateo,3,78,1342,39,0.033532,1.2952682563
4221,26,37,1427.5,32,203,1,Undisclosed,Undisclosed,San Mateo,Undisclosed,40,1157,33,0.031979,1.2337942956
4230,14,60,2202.75,21,214,1,Female,Married,San Mateo,4,80,1267,52,0.047356,1.7385556433
4264,3,40,1316.5,29,207,2,Undisclosed,Undisclosed,San Mateo,Undisclosed,73,1147,37,0.034874,1.1477768091
4280,11,45,1615.5,25,103,1,Undisclosed,Single,San Mateo,0,16,1105,42,0.040724,1.4619909502
4294,7,30,1021.0,37,244,3,Undisclosed,Single,San Mateo,0,44,1074,27,0.027933,0.9506517691
4312,6,41,1637.25,28,234,1,Undisclosed,Married,San Mateo,4,57,1102,40,0.037205,1.485707804
4330,9,42,1472.0,31,177,1,Male,Married,San Mateo,1,27,1284,39,0.03271,1.1464174455
4335,6,41,1307.5,33,238,1,Female,Married,San Mateo,0,77,1326,40,0.03092,0.9860482655
4388,15,37,1225.5,36,194,1,Male,Divorced/Seperated,San Mateo,1,73,1310,34,0.028244,0.9354961832
4392,7,45,1872.5,30,334,1,Male,Single,San Mateo,0,17,1323,42,0.034014,1.4153439153
4422,25,43,1504.0,29,295,1,Male,Married,San Mateo,1,65,1201,43,0.035803,1.2522897585
4425,14,54,1933.5,24,190,1,Male,Single,San Mateo,0,42,1268,50,0.042587,1.5248422713
4435,9,39,1234.5,22,72,4,Female,Married,San Mateo,1,79,824,39,0.04733,1.4981796117
4443,26,41,1652.5,32,358,1,Female,Single,San Mateo,2,37,1295,40,0.03166,1.2760617761
4481,24,33,1183.0,39,280,1,Female,Single,San Mateo,0,77,1237,32,0.026677,0.9563459984
4508,8,44,2064.5,25,243,1,Female,Married,San Mateo,2,45,1072,40,0.041045,1.9258395522
4520,14,31,1166.0,45,280,1,Male,Married,San Mateo,1,23,1335,30,0.023221,0.8734082397
4533,3,30,1311.0,38,166,3,Male,Undisclosed,San Mateo,Undisclosed,75,1093,30,0.027447,1.1994510522
4554,8,35,1199.0,37,509,3,Female,Single,San Mateo,0,59,1272,34,0.027516,0.9426100629
4582,27,49,1700.0,21,183,1,Female,Married,San Mateo,1,62,1026,47,0.047758,1.656920078
4600,74,37,1139.0,24,85,1,Female,Divorced/Seperated,San Mateo,2,42,857,35,0.043174,1.3290548425
4611,19,38,1476.5,19,83,1,Female,Married,San Mateo,3,77,703,38,0.054054,2.100284495
4618,71,38,1115.75,28,97,1,Male,Single,San Mateo,0,67,1022,38,0.037182,1.0917318982
4620,7,47,1590.5,27,195,1,Female,Undisclosed,San Mateo,Undisclosed,80,1223,44,0.03843,1.3004905969
4628,6,39,1527.0,33,276,1,Female,Single,San Mateo,0,28,1244,35,0.03135,1.2274919614
4639,17,44,1794.75,28,134,1,Male,Single,San Mateo,0,65,1198,41,0.036728,1.4981218698
4642,66,26,664.0,47,262,1,Female,Single,San Mateo,0,33,1182,26,0.021997,0.5617597293
4657,28,47,2097.5,29,215,1,Undisclosed,Single,San Mateo,0,69,1314,40,0.035769,1.5962709285
4670,26,37,1467.5,32,135,1,Male,Married,San Mateo,1,50,1152,37,0.032118,1.2738715278
4677,0,34,1161.5,30,108,1,Male,Single,San Mateo,0,39,974,31,0.034908,1.1925051335
4735,5,38,1442.25,27,166,1,Undisclosed,Single,San Mateo,0,26,1016,37,0.037402,1.4195374016
4746,5,46,1943.25,27,252,1,Male,Single,San Mateo,0,20,1198,39,0.038397,1.6220784641
4773,13,42,1173.0,33,275,2,Female,Married,San Mateo,4,79,1339,39,0.031367,0.8760268857
4774,3,28,1083.0,39,172,1,Male,Single,San Mateo,0,67,1055,26,0.02654,1.0265402844
4791,3,43,1507.75,26,98,1,Male,Married,San Mateo,2,55,1079,41,0.039852,1.3973586654
4836,25,38,1232.0,35,244,1,Female,Married,San Mateo,0,79,1280,37,0.029688,0.9625
4842,24,37,1343.0,33,298,1,Female,Married,San Mateo,1,54,1190,35,0.031092,1.1285714286
4849,7,48,1756.25,26,133,1,Undisclosed,Divorced/Seperated,San Mateo,4,43,1219,47,0.039377,1.4407301066
4851,18,33,1153.5,41,204,1,Male,Single,San Mateo,0,74,1322,31,0.024962,0.8725416036
